date,no2,o3,no2 + day 1,o3 + day 1,no2 + day 2,o3 + day 2
19/04/2021,7.0,37.0,5.0,31.0,4.0,36.0
20/04/2021,4.0,36.0,7.0,37.0,5.0,31.0
21/04/2021,2.0,33.0,4.0,36.0,7.0,37.0
22/04/2021,4.0,36.0,2.0,33.0,4.0,36.0
23/04/2021,2.0,34.0,4.0,36.0,2.0,33.0
24/04/2021,1.0,33.0,2.0,34.0,4.0,36.0
25/04/2021,3.0,35.0,1.0,33.0,2.0,34.0
26/04/2021,3.0,40.0,3.0,35.0,1.0,33.0
27/04/2021,5.0,36.0,3.0,40.0,3.0,35.0
28/04/2021,3.0,35.0,5.0,36.0,3.0,40.0
29/04/2021,6.0,31.0,3.0,35.0,5.0,36.0
30/04/2021,5.0,38.0,6.0,31.0,3.0,35.0
01/05/2021,3.0,33.0,5.0,38.0,6.0,31.0
02/05/2021,6.0,36.0,3.0,33.0,5.0,38.0
03/05/2021,3.0,33.0,6.0,36.0,3.0,33.0
04/05/2021,3.0,30.0,3.0,33.0,6.0,36.0
05/05/2021,6.0,27.0,3.0,30.0,3.0,33.0
06/05/2021,4.0,32.0,6.0,27.0,3.0,30.0
07/05/2021,7.0,26.0,4.0,32.0,6.0,27.0
08/05/2021,3.0,32.0,7.0,26.0,4.0,32.0
09/05/2021,4.0,28.0,3.0,32.0,7.0,26.0
10/05/2021,7.0,22.0,4.0,28.0,3.0,32.0
11/05/2021,6.0,31.0,7.0,22.0,4.0,28.0
12/05/2021,5.0,36.0,6.0,31.0,7.0,22.0
13/05/2021,3.0,30.0,5.0,36.0,6.0,31.0
14/05/2021,4.0,28.0,3.0,30.0,5.0,36.0
15/05/2021,3.0,26.0,4.0,28.0,3.0,30.0
16/05/2021,5.0,32.0,3.0,26.0,4.0,28.0
17/05/2021,5.0,34.0,5.0,32.0,3.0,26.0
18/05/2021,7.0,26.0,5.0,34.0,5.0,32.0
19/05/2021,7.0,30.0,7.0,26.0,5.0,34.0
20/05/2021,3.0,31.0,7.0,30.0,7.0,26.0
21/05/2021,2.0,29.0,3.0,31.0,7.0,30.0
22/05/2021,3.0,34.0,2.0,29.0,3.0,31.0
23/05/2021,3.0,30.0,3.0,34.0,2.0,29.0
24/05/2021,5.0,26.0,3.0,30.0,3.0,34.0
25/05/2021,5.0,30.0,5.0,26.0,3.0,30.0
26/05/2021,4.0,26.0,5.0,30.0,5.0,26.0
27/05/2021,3.0,31.0,4.0,26.0,5.0,30.0
28/05/2021,2.0,35.0,3.0,31.0,4.0,26.0
29/05/2021,1.0,35.0,2.0,35.0,3.0,31.0
30/05/2021,3.0,39.0,1.0,35.0,2.0,35.0
31/05/2021,4.0,48.0,3.0,39.0,1.0,35.0
01/06/2021,5.0,63.0,4.0,48.0,3.0,39.0
02/06/2021,6.0,42.0,5.0,63.0,4.0,48.0
03/06/2021,5.0,47.0,6.0,42.0,5.0,63.0
04/06/2021,2.0,36.0,5.0,47.0,6.0,42.0
05/06/2021,2.0,35.0,2.0,36.0,5.0,47.0
06/06/2021,3.0,41.0,2.0,35.0,2.0,36.0
07/06/2021,3.0,42.0,3.0,41.0,2.0,35.0
08/06/2021,5.0,42.0,3.0,42.0,3.0,41.0
09/06/2021,8.0,40.0,5.0,42.0,3.0,42.0
10/06/2021,6.0,22.0,8.0,40.0,5.0,42.0
11/06/2021,4.0,27.0,6.0,22.0,8.0,40.0
12/06/2021,2.0,39.0,4.0,27.0,6.0,22.0
13/06/2021,5.0,58.0,2.0,39.0,4.0,27.0
14/06/2021,2.0,35.0,5.0,58.0,2.0,39.0
15/06/2021,5.0,64.0,2.0,35.0,5.0,58.0
16/06/2021,6.0,52.0,5.0,64.0,2.0,35.0
17/06/2021,4.0,52.0,6.0,52.0,5.0,64.0
18/06/2021,4.0,22.0,4.0,52.0,6.0,52.0
19/06/2021,2.0,36.0,4.0,22.0,4.0,52.0
20/06/2021,2.0,27.0,2.0,36.0,4.0,22.0
21/06/2021,2.0,28.0,2.0,27.0,2.0,36.0
