date,o3,no2,pm25 - day 1,pm10 - day 1,o3 - day 1,no2 - day 1,temp - day 1,humidity - day 1,visibility - day 1,solarradiation - day 1,precip - day 1,windspeed - day 1,winddir - day 1,pm25 - day 2,pm10 - day 2,o3 - day 2,no2 - day 2,temp - day 2,humidity - day 2,visibility - day 2,solarradiation - day 2,precip - day 2,windspeed - day 2,winddir - day 2,pm25 - day 3,pm10 - day 3,o3 - day 3,no2 - day 3,temp - day 3,humidity - day 3,visibility - day 3,solarradiation - day 3,precip - day 3,windspeed - day 3,winddir - day 3,o3 + day 1,no2 + day 1,o3 + day 2,no2 + day 2
01/11/2015,3.0,16.0,91.0,33.0,4.0,14.0,9.9,87.0,6.8,92.5,0.0,14.4,132.6,67.0,30.0,4.0,14.0,10.0,90.4,10.5,61.3,0.0,18.0,138.4,65.0,21.0,5.0,17.0,11.0,91.2,11.8,98.7,0.0,18.0,184.9,3.0,20.0,9.0,20.0
31/10/2015,4.0,14.0,67.0,30.0,4.0,14.0,10.0,90.4,10.5,61.3,0.0,18.0,138.4,65.0,21.0,5.0,17.0,11.0,91.2,11.8,98.7,0.0,18.0,184.9,78.0,22.0,12.0,17.0,10.5,90.8,6.4,38.4,0.0,14.4,137.2,3.0,16.0,3.0,20.0
30/10/2015,4.0,14.0,65.0,21.0,5.0,17.0,11.0,91.2,11.8,98.7,0.0,18.0,184.9,78.0,22.0,12.0,17.0,10.5,90.8,6.4,38.4,0.0,14.4,137.2,76.0,29.0,1.0,15.0,11.0,89.3,8.0,88.0,0.0,14.4,123.0,4.0,14.0,3.0,16.0
29/10/2015,5.0,17.0,78.0,22.0,12.0,17.0,10.5,90.8,6.4,38.4,0.0,14.4,137.2,76.0,29.0,1.0,15.0,11.0,89.3,8.0,88.0,0.0,14.4,123.0,59.0,24.0,3.0,17.0,10.0,88.9,12.5,92.1,0.0,21.6,111.4,4.0,14.0,4.0,14.0
28/10/2015,12.0,17.0,76.0,29.0,1.0,15.0,11.0,89.3,8.0,88.0,0.0,14.4,123.0,59.0,24.0,3.0,17.0,10.0,88.9,12.5,92.1,0.0,21.6,111.4,43.0,19.0,7.0,14.0,10.7,85.2,21.8,98.2,0.2,10.8,307.1,5.0,17.0,4.0,14.0
27/10/2015,1.0,15.0,59.0,24.0,3.0,17.0,10.0,88.9,12.5,92.1,0.0,21.6,111.4,43.0,19.0,7.0,14.0,10.7,85.2,21.8,98.2,0.2,10.8,307.1,57.0,19.0,22.0,12.0,11.7,81.8,21.0,44.5,0.5,14.4,186.0,12.0,17.0,5.0,17.0
26/10/2015,3.0,17.0,43.0,19.0,7.0,14.0,10.7,85.2,21.8,98.2,0.2,10.8,307.1,57.0,19.0,22.0,12.0,11.7,81.8,21.0,44.5,0.5,14.4,186.0,50.0,18.0,12.0,15.0,11.0,81.8,20.8,92.1,0.0,14.4,202.4,1.0,15.0,12.0,17.0
25/10/2015,7.0,14.0,57.0,19.0,22.0,12.0,11.7,81.8,21.0,44.5,0.5,14.4,186.0,50.0,18.0,12.0,15.0,11.0,81.8,20.8,92.1,0.0,14.4,202.4,38.0,20.0,15.0,19.0,12.1,91.2,13.6,50.4,2.3,14.4,239.3,3.0,17.0,1.0,15.0
24/10/2015,22.0,12.0,50.0,18.0,12.0,15.0,11.0,81.8,20.8,92.1,0.0,14.4,202.4,38.0,20.0,15.0,19.0,12.1,91.2,13.6,50.4,2.3,14.4,239.3,63.0,12.0,18.0,10.0,9.2,94.6,6.5,46.3,1.4,21.6,207.9,7.0,14.0,3.0,17.0
23/10/2015,12.0,15.0,38.0,20.0,15.0,19.0,12.1,91.2,13.6,50.4,2.3,14.4,239.3,63.0,12.0,18.0,10.0,9.2,94.6,6.5,46.3,1.4,21.6,207.9,40.0,19.0,5.0,21.0,9.3,94.7,17.9,92.7,0.7,10.8,328.4,22.0,12.0,7.0,14.0
22/10/2015,15.0,19.0,63.0,12.0,18.0,10.0,9.2,94.6,6.5,46.3,1.4,21.6,207.9,40.0,19.0,5.0,21.0,9.3,94.7,17.9,92.7,0.7,10.8,328.4,80.0,13.0,18.0,14.0,11.1,95.4,5.9,72.4,0.0,7.2,7.0,12.0,15.0,22.0,12.0
21/10/2015,18.0,10.0,40.0,19.0,5.0,21.0,9.3,94.7,17.9,92.7,0.7,10.8,328.4,80.0,13.0,18.0,14.0,11.1,95.4,5.9,72.4,0.0,7.2,7.0,67.0,21.0,7.0,9.0,8.0,95.7,5.0,96.8,0.0,7.2,286.4,15.0,19.0,12.0,15.0
20/10/2015,5.0,21.0,80.0,13.0,18.0,14.0,11.1,95.4,5.9,72.4,0.0,7.2,7.0,67.0,21.0,7.0,9.0,8.0,95.7,5.0,96.8,0.0,7.2,286.4,72.0,17.0,1.0,12.0,8.2,97.7,3.9,56.4,2.8,7.2,157.1,18.0,10.0,15.0,19.0
19/10/2015,18.0,14.0,67.0,21.0,7.0,9.0,8.0,95.7,5.0,96.8,0.0,7.2,286.4,72.0,17.0,1.0,12.0,8.2,97.7,3.9,56.4,2.8,7.2,157.1,80.0,17.0,1.0,15.0,7.6,96.9,3.4,30.9,4.6,14.4,24.6,5.0,21.0,18.0,10.0
18/10/2015,7.0,9.0,72.0,17.0,1.0,12.0,8.2,97.7,3.9,56.4,2.8,7.2,157.1,80.0,17.0,1.0,15.0,7.6,96.9,3.4,30.9,4.6,14.4,24.6,76.0,20.0,10.0,10.0,5.7,97.3,3.6,52.6,5.7,10.8,3.4,18.0,14.0,5.0,21.0
17/10/2015,1.0,12.0,80.0,17.0,1.0,15.0,7.6,96.9,3.4,30.9,4.6,14.4,24.6,76.0,20.0,10.0,10.0,5.7,97.3,3.6,52.6,5.7,10.8,3.4,67.0,17.0,9.0,12.0,4.0,95.9,9.1,26.3,1.4,16.9,37.3,7.0,9.0,18.0,14.0
16/10/2015,1.0,15.0,76.0,20.0,10.0,10.0,5.7,97.3,3.6,52.6,5.7,10.8,3.4,67.0,17.0,9.0,12.0,4.0,95.9,9.1,26.3,1.4,16.9,37.3,81.0,19.0,7.0,15.0,3.9,82.6,12.5,92.8,0.0,25.9,39.4,1.0,12.0,7.0,9.0
15/10/2015,10.0,10.0,67.0,17.0,9.0,12.0,4.0,95.9,9.1,26.3,1.4,16.9,37.3,81.0,19.0,7.0,15.0,3.9,82.6,12.5,92.8,0.0,25.9,39.4,65.0,24.0,15.0,12.0,4.8,75.7,21.3,100.4,0.0,17.3,75.8,1.0,15.0,1.0,12.0
14/10/2015,9.0,12.0,81.0,19.0,7.0,15.0,3.9,82.6,12.5,92.8,0.0,25.9,39.4,65.0,24.0,15.0,12.0,4.8,75.7,21.3,100.4,0.0,17.3,75.8,67.0,20.0,16.0,12.0,6.7,71.5,17.9,137.4,0.0,21.6,71.8,10.0,10.0,1.0,15.0
13/10/2015,7.0,15.0,65.0,24.0,15.0,12.0,4.8,75.7,21.3,100.4,0.0,17.3,75.8,67.0,20.0,16.0,12.0,6.7,71.5,17.9,137.4,0.0,21.6,71.8,65.0,21.0,20.0,6.0,10.9,81.7,8.5,141.8,0.0,22.0,61.5,9.0,12.0,10.0,10.0
12/10/2015,15.0,12.0,67.0,20.0,16.0,12.0,6.7,71.5,17.9,137.4,0.0,21.6,71.8,65.0,21.0,20.0,6.0,10.9,81.7,8.5,141.8,0.0,22.0,61.5,44.0,21.0,19.0,6.0,11.2,86.7,9.3,140.0,0.0,10.8,32.9,7.0,15.0,9.0,12.0
11/10/2015,16.0,12.0,65.0,21.0,20.0,6.0,10.9,81.7,8.5,141.8,0.0,22.0,61.5,44.0,21.0,19.0,6.0,11.2,86.7,9.3,140.0,0.0,10.8,32.9,36.0,20.0,17.0,19.0,12.9,85.3,21.6,90.4,0.3,16.6,264.3,15.0,12.0,7.0,15.0
10/10/2015,20.0,6.0,44.0,21.0,19.0,6.0,11.2,86.7,9.3,140.0,0.0,10.8,32.9,36.0,20.0,17.0,19.0,12.9,85.3,21.6,90.4,0.3,16.6,264.3,18.0,16.0,16.0,13.0,14.7,91.6,16.5,98.7,1.3,24.5,204.6,16.0,12.0,15.0,12.0
09/10/2015,19.0,6.0,36.0,20.0,17.0,19.0,12.9,85.3,21.6,90.4,0.3,16.6,264.3,18.0,16.0,16.0,13.0,14.7,91.6,16.5,98.7,1.3,24.5,204.6,46.0,12.0,10.0,10.0,14.9,94.1,10.0,73.1,2.3,17.3,164.9,20.0,6.0,16.0,12.0
08/10/2015,17.0,19.0,18.0,16.0,16.0,13.0,14.7,91.6,16.5,98.7,1.3,24.5,204.6,46.0,12.0,10.0,10.0,14.9,94.1,10.0,73.1,2.3,17.3,164.9,70.0,15.0,6.0,12.0,12.4,88.0,14.5,86.2,0.7,18.4,145.6,19.0,6.0,20.0,6.0
07/10/2015,16.0,13.0,46.0,12.0,10.0,10.0,14.9,94.1,10.0,73.1,2.3,17.3,164.9,70.0,15.0,6.0,12.0,12.4,88.0,14.5,86.2,0.7,18.4,145.6,133.0,21.0,11.0,15.0,11.7,83.1,2.7,145.9,0.0,15.8,222.1,17.0,19.0,19.0,6.0
06/10/2015,10.0,10.0,70.0,15.0,6.0,12.0,12.4,88.0,14.5,86.2,0.7,18.4,145.6,133.0,21.0,11.0,15.0,11.7,83.1,2.7,145.9,0.0,15.8,222.1,91.0,48.0,23.0,17.0,10.9,83.8,5.9,108.3,0.0,13.0,157.2,16.0,13.0,17.0,19.0
05/10/2015,6.0,12.0,133.0,21.0,11.0,15.0,11.7,83.1,2.7,145.9,0.0,15.8,222.1,91.0,48.0,23.0,17.0,10.9,83.8,5.9,108.3,0.0,13.0,157.2,61.0,29.0,8.0,15.0,10.0,76.6,19.8,171.8,0.0,17.6,69.8,10.0,10.0,16.0,13.0
04/10/2015,11.0,15.0,91.0,48.0,23.0,17.0,10.9,83.8,5.9,108.3,0.0,13.0,157.2,61.0,29.0,8.0,15.0,10.0,76.6,19.8,171.8,0.0,17.6,69.8,48.0,23.0,20.0,13.0,10.6,75.6,27.7,171.5,0.0,25.2,64.4,6.0,12.0,10.0,10.0
03/10/2015,23.0,17.0,61.0,29.0,8.0,15.0,10.0,76.6,19.8,171.8,0.0,17.6,69.8,48.0,23.0,20.0,13.0,10.6,75.6,27.7,171.5,0.0,25.2,64.4,38.0,18.0,24.0,10.0,11.8,72.7,40.0,174.6,0.0,26.3,75.5,11.0,15.0,6.0,12.0
02/10/2015,8.0,15.0,48.0,23.0,20.0,13.0,10.6,75.6,27.7,171.5,0.0,25.2,64.4,38.0,18.0,24.0,10.0,11.8,72.7,40.0,174.6,0.0,26.3,75.5,39.0,15.0,23.0,7.0,11.5,76.5,29.3,177.3,0.0,27.7,69.4,23.0,17.0,11.0,15.0
01/10/2015,20.0,13.0,38.0,18.0,24.0,10.0,11.8,72.7,40.0,174.6,0.0,26.3,75.5,39.0,15.0,23.0,7.0,11.5,76.5,29.3,177.3,0.0,27.7,69.4,33.0,13.0,23.0,9.0,11.2,83.9,22.4,163.6,0.0,19.4,61.4,8.0,15.0,23.0,17.0
30/09/2015,24.0,10.0,39.0,15.0,23.0,7.0,11.5,76.5,29.3,177.3,0.0,27.7,69.4,33.0,13.0,23.0,9.0,11.2,83.9,22.4,163.6,0.0,19.4,61.4,26.0,12.0,17.0,10.0,11.6,82.5,30.3,177.9,0.0,19.1,58.2,20.0,13.0,8.0,15.0
29/09/2015,23.0,7.0,33.0,13.0,23.0,9.0,11.2,83.9,22.4,163.6,0.0,19.4,61.4,26.0,12.0,17.0,10.0,11.6,82.5,30.3,177.9,0.0,19.1,58.2,47.0,18.0,24.0,7.0,11.1,81.8,21.5,176.6,0.0,12.6,35.5,24.0,10.0,20.0,13.0
28/09/2015,23.0,9.0,26.0,12.0,17.0,10.0,11.6,82.5,30.3,177.9,0.0,19.1,58.2,47.0,18.0,24.0,7.0,11.1,81.8,21.5,176.6,0.0,12.6,35.5,33.0,24.0,22.0,12.0,12.3,85.1,14.4,164.3,0.1,15.5,269.1,23.0,7.0,24.0,10.0
27/09/2015,17.0,10.0,47.0,18.0,24.0,7.0,11.1,81.8,21.5,176.6,0.0,12.6,35.5,33.0,24.0,22.0,12.0,12.3,85.1,14.4,164.3,0.1,15.5,269.1,23.0,18.0,17.0,12.0,12.8,90.4,22.5,105.5,0.5,30.6,215.6,23.0,9.0,23.0,7.0
26/09/2015,24.0,7.0,33.0,24.0,22.0,12.0,12.3,85.1,14.4,164.3,0.1,15.5,269.1,23.0,18.0,17.0,12.0,12.8,90.4,22.5,105.5,0.5,30.6,215.6,24.0,15.0,13.0,13.0,12.9,90.1,23.3,149.9,3.2,26.3,282.4,17.0,10.0,23.0,9.0
25/09/2015,22.0,12.0,23.0,18.0,17.0,12.0,12.8,90.4,22.5,105.5,0.5,30.6,215.6,24.0,15.0,13.0,13.0,12.9,90.1,23.3,149.9,3.2,26.3,282.4,30.0,15.0,19.0,11.0,13.0,88.5,19.6,98.5,0.2,21.6,205.7,24.0,7.0,17.0,10.0
24/09/2015,17.0,12.0,24.0,15.0,13.0,13.0,12.9,90.1,23.3,149.9,3.2,26.3,282.4,30.0,15.0,19.0,11.0,13.0,88.5,19.6,98.5,0.2,21.6,205.7,58.0,16.0,20.0,9.0,13.7,79.8,24.1,151.4,0.8,19.8,214.0,22.0,12.0,24.0,7.0
23/09/2015,13.0,13.0,30.0,15.0,19.0,11.0,13.0,88.5,19.6,98.5,0.2,21.6,205.7,58.0,16.0,20.0,9.0,13.7,79.8,24.1,151.4,0.8,19.8,214.0,33.0,19.0,27.0,11.0,13.3,81.9,25.3,172.9,0.0,16.9,279.9,17.0,12.0,22.0,12.0
22/09/2015,19.0,11.0,58.0,16.0,20.0,9.0,13.7,79.8,24.1,151.4,0.8,19.8,214.0,33.0,19.0,27.0,11.0,13.3,81.9,25.3,172.9,0.0,16.9,279.9,32.0,15.0,28.0,9.0,13.5,87.9,15.9,168.1,1.0,19.8,312.3,13.0,13.0,17.0,12.0
21/09/2015,20.0,9.0,33.0,19.0,27.0,11.0,13.3,81.9,25.3,172.9,0.0,16.9,279.9,32.0,15.0,28.0,9.0,13.5,87.9,15.9,168.1,1.0,19.8,312.3,23.0,18.0,27.0,8.0,13.7,85.5,27.3,160.3,1.1,26.3,204.6,19.0,11.0,13.0,13.0
20/09/2015,27.0,11.0,32.0,15.0,28.0,9.0,13.5,87.9,15.9,168.1,1.0,19.8,312.3,23.0,18.0,27.0,8.0,13.7,85.5,27.3,160.3,1.1,26.3,204.6,12.0,18.0,13.0,13.0,14.3,89.7,22.5,66.8,7.0,36.7,215.7,20.0,9.0,19.0,11.0
19/09/2015,28.0,9.0,23.0,18.0,27.0,8.0,13.7,85.5,27.3,160.3,1.1,26.3,204.6,12.0,18.0,13.0,13.0,14.3,89.7,22.5,66.8,7.0,36.7,215.7,10.0,11.0,22.0,8.0,15.2,90.9,34.8,77.3,5.0,29.2,159.0,27.0,11.0,20.0,9.0
18/09/2015,27.0,8.0,12.0,18.0,13.0,13.0,14.3,89.7,22.5,66.8,7.0,36.7,215.7,10.0,11.0,22.0,8.0,15.2,90.9,34.8,77.3,5.0,29.2,159.0,10.0,9.0,21.0,11.0,12.9,74.8,42.5,157.6,0.1,41.8,200.3,28.0,9.0,27.0,11.0
17/09/2015,13.0,13.0,10.0,11.0,22.0,8.0,15.2,90.9,34.8,77.3,5.0,29.2,159.0,10.0,9.0,21.0,11.0,12.9,74.8,42.5,157.6,0.1,41.8,200.3,,13.0,20.0,7.0,15.1,87.4,27.0,139.5,12.1,28.8,195.9,27.0,8.0,28.0,9.0
16/09/2015,22.0,8.0,10.0,9.0,21.0,11.0,12.9,74.8,42.5,157.6,0.1,41.8,200.3,,13.0,20.0,7.0,15.1,87.4,27.0,139.5,12.1,28.8,195.9,58.0,32.0,10.0,10.0,15.6,78.1,15.3,106.6,0.2,20.5,160.8,13.0,13.0,27.0,8.0
15/09/2015,21.0,11.0,,13.0,20.0,7.0,15.1,87.4,27.0,139.5,12.1,28.8,195.9,58.0,32.0,10.0,10.0,15.6,78.1,15.3,106.6,0.2,20.5,160.8,43.0,22.0,23.0,11.0,14.2,73.8,26.6,217.1,0.0,18.0,93.9,22.0,8.0,13.0,13.0
14/09/2015,20.0,7.0,58.0,32.0,10.0,10.0,15.6,78.1,15.3,106.6,0.2,20.5,160.8,43.0,22.0,23.0,11.0,14.2,73.8,26.6,217.1,0.0,18.0,93.9,21.0,17.0,29.0,8.0,14.1,71.6,41.9,216.9,0.0,22.0,82.7,21.0,11.0,22.0,8.0
12/09/2015,10.0,10.0,43.0,22.0,23.0,11.0,14.2,73.8,26.6,217.1,0.0,18.0,93.9,21.0,17.0,29.0,8.0,14.1,71.6,41.9,216.9,0.0,22.0,82.7,26.0,18.0,26.0,7.0,14.0,78.8,22.9,225.5,0.0,18.7,66.3,20.0,7.0,21.0,11.0
11/09/2015,23.0,11.0,21.0,17.0,29.0,8.0,14.1,71.6,41.9,216.9,0.0,22.0,82.7,26.0,18.0,26.0,7.0,14.0,78.8,22.9,225.5,0.0,18.7,66.3,13.0,15.0,25.0,7.0,14.5,82.9,36.4,156.6,0.0,11.5,6.8,10.0,10.0,20.0,7.0
10/09/2015,29.0,8.0,26.0,18.0,26.0,7.0,14.0,78.8,22.9,225.5,0.0,18.7,66.3,13.0,15.0,25.0,7.0,14.5,82.9,36.4,156.6,0.0,11.5,6.8,8.0,9.0,23.0,5.0,14.7,84.7,30.4,176.7,0.2,20.2,319.9,23.0,11.0,10.0,10.0
09/09/2015,26.0,7.0,13.0,15.0,25.0,7.0,14.5,82.9,36.4,156.6,0.0,11.5,6.8,8.0,9.0,23.0,5.0,14.7,84.7,30.4,176.7,0.2,20.2,319.9,24.0,10.0,22.0,5.0,12.9,75.1,26.3,152.5,0.2,24.5,310.3,29.0,8.0,23.0,11.0
08/09/2015,25.0,7.0,8.0,9.0,23.0,5.0,14.7,84.7,30.4,176.7,0.2,20.2,319.9,24.0,10.0,22.0,5.0,12.9,75.1,26.3,152.5,0.2,24.5,310.3,11.0,18.0,24.0,4.0,13.5,83.9,26.5,142.5,10.3,27.4,299.0,26.0,7.0,29.0,8.0
07/09/2015,23.0,5.0,24.0,10.0,22.0,5.0,12.9,75.1,26.3,152.5,0.2,24.5,310.3,11.0,18.0,24.0,4.0,13.5,83.9,26.5,142.5,10.3,27.4,299.0,19.0,12.0,24.0,5.0,13.0,86.7,18.6,187.7,33.8,31.3,253.4,25.0,7.0,26.0,7.0
06/09/2015,22.0,5.0,11.0,18.0,24.0,4.0,13.5,83.9,26.5,142.5,10.3,27.4,299.0,19.0,12.0,24.0,5.0,13.0,86.7,18.6,187.7,33.8,31.3,253.4,23.0,11.0,23.0,7.0,12.5,81.8,29.1,179.4,1.4,20.9,254.3,23.0,5.0,25.0,7.0
05/09/2015,24.0,4.0,19.0,12.0,24.0,5.0,13.0,86.7,18.6,187.7,33.8,31.3,253.4,23.0,11.0,23.0,7.0,12.5,81.8,29.1,179.4,1.4,20.9,254.3,12.0,17.0,24.0,13.0,13.6,80.8,38.1,179.2,0.1,15.8,260.4,22.0,5.0,23.0,5.0
04/09/2015,24.0,5.0,23.0,11.0,23.0,7.0,12.5,81.8,29.1,179.4,1.4,20.9,254.3,12.0,17.0,24.0,13.0,13.6,80.8,38.1,179.2,0.1,15.8,260.4,10.0,14.0,27.0,8.0,16.4,82.9,34.3,142.0,0.7,22.7,317.3,24.0,4.0,22.0,5.0
03/09/2015,23.0,7.0,12.0,17.0,24.0,13.0,13.6,80.8,38.1,179.2,0.1,15.8,260.4,10.0,14.0,27.0,8.0,16.4,82.9,34.3,142.0,0.7,22.7,317.3,36.0,11.0,28.0,3.0,21.8,89.4,17.4,149.2,9.0,19.4,244.7,24.0,5.0,24.0,4.0
02/09/2015,24.0,13.0,10.0,14.0,27.0,8.0,16.4,82.9,34.3,142.0,0.7,22.7,317.3,36.0,11.0,28.0,3.0,21.8,89.4,17.4,149.2,9.0,19.4,244.7,32.0,18.0,30.0,8.0,20.9,82.2,16.4,200.7,2.8,14.4,61.2,23.0,7.0,24.0,5.0
01/09/2015,27.0,8.0,36.0,11.0,28.0,3.0,21.8,89.4,17.4,149.2,9.0,19.4,244.7,32.0,18.0,30.0,8.0,20.9,82.2,16.4,200.7,2.8,14.4,61.2,29.0,16.0,34.0,5.0,17.6,72.8,18.6,242.9,0.0,11.9,161.2,24.0,13.0,23.0,7.0
31/08/2015,28.0,3.0,32.0,18.0,30.0,8.0,20.9,82.2,16.4,200.7,2.8,14.4,61.2,29.0,16.0,34.0,5.0,17.6,72.8,18.6,242.9,0.0,11.9,161.2,21.0,15.0,36.0,10.0,15.9,79.4,21.1,245.3,0.1,16.2,236.6,27.0,8.0,24.0,13.0
30/08/2015,30.0,8.0,29.0,16.0,34.0,5.0,17.6,72.8,18.6,242.9,0.0,11.9,161.2,21.0,15.0,36.0,10.0,15.9,79.4,21.1,245.3,0.1,16.2,236.6,6.0,14.0,26.0,10.0,16.1,90.2,26.3,62.3,13.9,29.5,208.8,28.0,3.0,27.0,8.0
29/08/2015,34.0,5.0,21.0,15.0,36.0,10.0,15.9,79.4,21.1,245.3,0.1,16.2,236.6,6.0,14.0,26.0,10.0,16.1,90.2,26.3,62.3,13.9,29.5,208.8,8.0,14.0,19.0,9.0,19.6,79.4,35.6,162.9,3.0,32.0,193.6,30.0,8.0,28.0,3.0
28/08/2015,36.0,10.0,6.0,14.0,26.0,10.0,16.1,90.2,26.3,62.3,13.9,29.5,208.8,8.0,14.0,19.0,9.0,19.6,79.4,35.6,162.9,3.0,32.0,193.6,10.0,11.0,27.0,5.0,16.4,81.0,26.5,194.1,9.7,34.2,222.9,34.0,5.0,30.0,8.0
27/08/2015,26.0,10.0,8.0,14.0,19.0,9.0,19.6,79.4,35.6,162.9,3.0,32.0,193.6,10.0,11.0,27.0,5.0,16.4,81.0,26.5,194.1,9.7,34.2,222.9,23.0,13.0,23.0,5.0,17.7,83.6,21.8,191.4,6.7,30.2,176.5,36.0,10.0,34.0,5.0
26/08/2015,19.0,9.0,10.0,11.0,27.0,5.0,16.4,81.0,26.5,194.1,9.7,34.2,222.9,23.0,13.0,23.0,5.0,17.7,83.6,21.8,191.4,6.7,30.2,176.5,52.0,13.0,27.0,7.0,19.9,61.5,29.0,234.6,3.0,33.5,114.0,26.0,10.0,36.0,10.0
25/08/2015,27.0,5.0,23.0,13.0,23.0,5.0,17.7,83.6,21.8,191.4,6.7,30.2,176.5,52.0,13.0,27.0,7.0,19.9,61.5,29.0,234.6,3.0,33.5,114.0,51.0,27.0,49.0,4.0,20.6,59.3,26.9,230.0,0.0,17.3,121.8,19.0,9.0,26.0,10.0
24/08/2015,23.0,5.0,52.0,13.0,27.0,7.0,19.9,61.5,29.0,234.6,3.0,33.5,114.0,51.0,27.0,49.0,4.0,20.6,59.3,26.9,230.0,0.0,17.3,121.8,46.0,23.0,55.0,9.0,20.2,74.7,18.3,251.2,0.0,12.6,160.5,27.0,5.0,19.0,9.0
23/08/2015,27.0,7.0,51.0,27.0,49.0,4.0,20.6,59.3,26.9,230.0,0.0,17.3,121.8,46.0,23.0,55.0,9.0,20.2,74.7,18.3,251.2,0.0,12.6,160.5,44.0,20.0,41.0,15.0,18.3,67.3,18.9,260.5,0.0,14.4,169.6,23.0,5.0,27.0,5.0
22/08/2015,49.0,4.0,46.0,23.0,55.0,9.0,20.2,74.7,18.3,251.2,0.0,12.6,160.5,44.0,20.0,41.0,15.0,18.3,67.3,18.9,260.5,0.0,14.4,169.6,37.0,15.0,40.0,11.0,16.8,73.5,21.1,231.7,0.1,15.8,204.0,27.0,7.0,23.0,5.0
21/08/2015,55.0,9.0,44.0,20.0,41.0,15.0,18.3,67.3,18.9,260.5,0.0,14.4,169.6,37.0,15.0,40.0,11.0,16.8,73.5,21.1,231.7,0.1,15.8,204.0,16.0,31.0,34.0,8.0,15.1,83.9,20.0,196.0,8.2,22.0,243.8,49.0,4.0,27.0,7.0
20/08/2015,41.0,15.0,37.0,15.0,40.0,11.0,16.8,73.5,21.1,231.7,0.1,15.8,204.0,16.0,31.0,34.0,8.0,15.1,83.9,20.0,196.0,8.2,22.0,243.8,8.0,10.0,23.0,7.0,14.2,92.1,12.0,72.3,13.5,23.4,304.8,55.0,9.0,49.0,4.0
19/08/2015,40.0,11.0,16.0,31.0,34.0,8.0,15.1,83.9,20.0,196.0,8.2,22.0,243.8,8.0,10.0,23.0,7.0,14.2,92.1,12.0,72.3,13.5,23.4,304.8,5.0,6.0,23.0,4.0,15.7,83.7,15.8,170.7,5.9,20.2,342.6,41.0,15.0,55.0,9.0
18/08/2015,34.0,8.0,8.0,10.0,23.0,7.0,14.2,92.1,12.0,72.3,13.5,23.4,304.8,5.0,6.0,23.0,4.0,15.7,83.7,15.8,170.7,5.9,20.2,342.6,15.0,11.0,23.0,2.0,18.3,87.5,15.6,143.5,5.2,24.8,292.0,40.0,11.0,41.0,15.0
17/08/2015,23.0,7.0,5.0,6.0,23.0,4.0,15.7,83.7,15.8,170.7,5.9,20.2,342.6,15.0,11.0,23.0,2.0,18.3,87.5,15.6,143.5,5.2,24.8,292.0,16.0,10.0,28.0,6.0,21.5,84.0,15.1,187.5,16.4,19.1,191.8,34.0,8.0,40.0,11.0
16/08/2015,23.0,4.0,15.0,11.0,23.0,2.0,18.3,87.5,15.6,143.5,5.2,24.8,292.0,16.0,10.0,28.0,6.0,21.5,84.0,15.1,187.5,16.4,19.1,191.8,22.0,13.0,40.0,6.0,21.9,76.8,24.8,250.3,4.7,23.0,68.8,23.0,7.0,34.0,8.0
15/08/2015,23.0,2.0,16.0,10.0,28.0,6.0,21.5,84.0,15.1,187.5,16.4,19.1,191.8,22.0,13.0,40.0,6.0,21.9,76.8,24.8,250.3,4.7,23.0,68.8,24.0,14.0,57.0,4.0,20.6,79.1,22.0,211.5,0.0,20.9,42.3,23.0,4.0,23.0,7.0
14/08/2015,28.0,6.0,22.0,13.0,40.0,6.0,21.9,76.8,24.8,250.3,4.7,23.0,68.8,24.0,14.0,57.0,4.0,20.6,79.1,22.0,211.5,0.0,20.9,42.3,26.0,11.0,28.0,4.0,20.5,78.1,23.1,231.1,0.0,12.2,319.5,23.0,2.0,23.0,4.0
13/08/2015,40.0,6.0,24.0,14.0,57.0,4.0,20.6,79.1,22.0,211.5,0.0,20.9,42.3,26.0,11.0,28.0,4.0,20.5,78.1,23.1,231.1,0.0,12.2,319.5,26.0,13.0,23.0,8.0,20.3,69.8,20.4,169.9,0.0,10.8,231.9,28.0,6.0,23.0,2.0
12/08/2015,57.0,4.0,26.0,11.0,28.0,4.0,20.5,78.1,23.1,231.1,0.0,12.2,319.5,26.0,13.0,23.0,8.0,20.3,69.8,20.4,169.9,0.0,10.8,231.9,,23.0,27.0,8.0,18.6,68.8,35.1,177.9,0.1,11.5,79.1,40.0,6.0,28.0,6.0
11/08/2015,28.0,4.0,26.0,13.0,23.0,8.0,20.3,69.8,20.4,169.9,0.0,10.8,231.9,,23.0,27.0,8.0,18.6,68.8,35.1,177.9,0.1,11.5,79.1,31.0,10.0,40.0,9.0,21.6,63.5,32.5,275.8,0.0,23.0,227.2,57.0,4.0,40.0,6.0
10/08/2015,23.0,8.0,,23.0,27.0,8.0,18.6,68.8,35.1,177.9,0.1,11.5,79.1,31.0,10.0,40.0,9.0,21.6,63.5,32.5,275.8,0.0,23.0,227.2,22.0,20.0,37.0,10.0,19.1,63.7,27.0,283.3,0.0,17.3,160.8,28.0,4.0,57.0,4.0
09/08/2015,27.0,8.0,31.0,10.0,40.0,9.0,21.6,63.5,32.5,275.8,0.0,23.0,227.2,22.0,20.0,37.0,10.0,19.1,63.7,27.0,283.3,0.0,17.3,160.8,13.0,19.0,47.0,7.0,18.8,75.3,27.9,209.8,0.1,25.6,272.7,23.0,8.0,28.0,4.0
