date,o3,no2,pm25 - day 1,pm10 - day 1,o3 - day 1,no2 - day 1,temp - day 1,humidity - day 1,visibility - day 1,solarradiation - day 1,precip - day 1,windspeed - day 1,winddir - day 1,pm25 - day 2,pm10 - day 2,o3 - day 2,no2 - day 2,temp - day 2,humidity - day 2,visibility - day 2,solarradiation - day 2,precip - day 2,windspeed - day 2,winddir - day 2,pm25 - day 3,pm10 - day 3,o3 - day 3,no2 - day 3,temp - day 3,humidity - day 3,visibility - day 3,solarradiation - day 3,precip - day 3,windspeed - day 3,winddir - day 3,o3 + day 1,no2 + day 1,o3 + day 2,no2 + day 2
09/09/2024,25.0,3.0,17.0,12.0,31.0,9.0,19.5,76.1,37.4,203.7,0.8,22.3,179.0,25.0,13.0,34.0,3.0,21.0,81.9,23.3,191.1,0.0,14.8,129.0,60.0,15.0,39.0,5.0,22.2,66.8,26.4,201.3,24.1,18.4,94.2,27.0,3.0,16.0,5.0
08/09/2024,31.0,9.0,25.0,13.0,34.0,3.0,21.0,81.9,23.3,191.1,0.0,14.8,129.0,60.0,15.0,39.0,5.0,22.2,66.8,26.4,201.3,24.1,18.4,94.2,45.0,37.0,43.0,4.0,21.4,79.3,20.3,167.8,0.0,22.3,49.4,25.0,3.0,27.0,3.0
07/09/2024,34.0,3.0,60.0,15.0,39.0,5.0,22.2,66.8,26.4,201.3,24.1,18.4,94.2,45.0,37.0,43.0,4.0,21.4,79.3,20.3,167.8,0.0,22.3,49.4,24.0,23.0,46.0,3.0,18.3,92.1,10.5,106.7,1.5,11.2,163.8,31.0,9.0,25.0,3.0
06/09/2024,39.0,5.0,45.0,37.0,43.0,4.0,21.4,79.3,20.3,167.8,0.0,22.3,49.4,24.0,23.0,46.0,3.0,18.3,92.1,10.5,106.7,1.5,11.2,163.8,33.0,10.0,22.0,6.0,20.1,89.5,10.4,97.3,4.5,18.0,205.2,34.0,3.0,31.0,9.0
05/09/2024,43.0,4.0,24.0,23.0,46.0,3.0,18.3,92.1,10.5,106.7,1.5,11.2,163.8,33.0,10.0,22.0,6.0,20.1,89.5,10.4,97.3,4.5,18.0,205.2,37.0,19.0,21.0,6.0,23.1,76.7,27.2,222.2,0.0,11.2,217.0,39.0,5.0,34.0,3.0
04/09/2024,46.0,3.0,33.0,10.0,22.0,6.0,20.1,89.5,10.4,97.3,4.5,18.0,205.2,37.0,19.0,21.0,6.0,23.1,76.7,27.2,222.2,0.0,11.2,217.0,45.0,24.0,43.0,5.0,21.8,71.6,32.9,223.7,0.0,18.4,82.1,43.0,4.0,39.0,5.0
03/09/2024,22.0,6.0,37.0,19.0,21.0,6.0,23.1,76.7,27.2,222.2,0.0,11.2,217.0,45.0,24.0,43.0,5.0,21.8,71.6,32.9,223.7,0.0,18.4,82.1,41.0,18.0,44.0,2.0,18.5,71.2,30.3,225.2,0.0,25.9,50.8,46.0,3.0,43.0,4.0
02/09/2024,21.0,6.0,45.0,24.0,43.0,5.0,21.8,71.6,32.9,223.7,0.0,18.4,82.1,41.0,18.0,44.0,2.0,18.5,71.2,30.3,225.2,0.0,25.9,50.8,32.0,16.0,31.0,1.0,17.6,76.5,25.1,198.4,0.0,18.4,26.9,22.0,6.0,46.0,3.0
01/09/2024,43.0,5.0,41.0,18.0,44.0,2.0,18.5,71.2,30.3,225.2,0.0,25.9,50.8,32.0,16.0,31.0,1.0,17.6,76.5,25.1,198.4,0.0,18.4,26.9,44.0,12.0,34.0,3.0,19.7,80.9,21.1,223.8,0.0,14.8,276.3,21.0,6.0,22.0,6.0
31/08/2024,44.0,2.0,32.0,16.0,31.0,1.0,17.6,76.5,25.1,198.4,0.0,18.4,26.9,44.0,12.0,34.0,3.0,19.7,80.9,21.1,223.8,0.0,14.8,276.3,57.0,21.0,37.0,8.0,20.3,75.9,27.6,238.8,0.0,14.8,137.2,43.0,5.0,21.0,6.0
30/08/2024,31.0,1.0,44.0,12.0,34.0,3.0,19.7,80.9,21.1,223.8,0.0,14.8,276.3,57.0,21.0,37.0,8.0,20.3,75.9,27.6,238.8,0.0,14.8,137.2,46.0,24.0,51.0,7.0,17.3,76.9,22.4,233.0,0.0,14.8,148.2,44.0,2.0,43.0,5.0
29/08/2024,34.0,3.0,57.0,21.0,37.0,8.0,20.3,75.9,27.6,238.8,0.0,14.8,137.2,46.0,24.0,51.0,7.0,17.3,76.9,22.4,233.0,0.0,14.8,148.2,33.0,20.0,43.0,6.0,16.9,74.3,40.2,197.4,0.0,21.6,211.1,31.0,1.0,44.0,2.0
28/08/2024,37.0,8.0,46.0,24.0,51.0,7.0,17.3,76.9,22.4,233.0,0.0,14.8,148.2,33.0,20.0,43.0,6.0,16.9,74.3,40.2,197.4,0.0,21.6,211.1,36.0,15.0,31.0,9.0,16.7,73.3,40.6,239.2,0.4,22.3,226.4,34.0,3.0,31.0,1.0
27/08/2024,51.0,7.0,33.0,20.0,43.0,6.0,16.9,74.3,40.2,197.4,0.0,21.6,211.1,36.0,15.0,31.0,9.0,16.7,73.3,40.6,239.2,0.4,22.3,226.4,18.0,12.0,27.0,10.0,18.8,84.8,35.5,188.3,7.7,31.7,193.2,37.0,8.0,34.0,3.0
26/08/2024,43.0,6.0,36.0,15.0,31.0,9.0,16.7,73.3,40.6,239.2,0.4,22.3,226.4,18.0,12.0,27.0,10.0,18.8,84.8,35.5,188.3,7.7,31.7,193.2,22.0,15.0,28.0,7.0,19.5,71.6,37.3,133.3,2.0,31.7,216.2,51.0,7.0,37.0,8.0
25/08/2024,31.0,9.0,18.0,12.0,27.0,10.0,18.8,84.8,35.5,188.3,7.7,31.7,193.2,22.0,15.0,28.0,7.0,19.5,71.6,37.3,133.3,2.0,31.7,216.2,29.0,14.0,30.0,3.0,18.3,65.6,40.0,198.0,0.0,29.5,208.6,43.0,6.0,51.0,7.0
24/08/2024,27.0,10.0,22.0,15.0,28.0,7.0,19.5,71.6,37.3,133.3,2.0,31.7,216.2,29.0,14.0,30.0,3.0,18.3,65.6,40.0,198.0,0.0,29.5,208.6,21.0,18.0,33.0,4.0,16.2,70.7,39.2,241.6,1.3,22.3,252.5,31.0,9.0,43.0,6.0
23/08/2024,28.0,7.0,29.0,14.0,30.0,3.0,18.3,65.6,40.0,198.0,0.0,29.5,208.6,21.0,18.0,33.0,4.0,16.2,70.7,39.2,241.6,1.3,22.3,252.5,47.0,13.0,28.0,2.0,18.1,82.6,18.8,153.0,10.8,18.4,187.8,27.0,10.0,31.0,9.0
22/08/2024,30.0,3.0,21.0,18.0,33.0,4.0,16.2,70.7,39.2,241.6,1.3,22.3,252.5,47.0,13.0,28.0,2.0,18.1,82.6,18.8,153.0,10.8,18.4,187.8,39.0,19.0,30.0,5.0,16.6,75.0,22.8,260.8,0.0,14.8,171.4,28.0,7.0,27.0,10.0
21/08/2024,33.0,4.0,47.0,13.0,28.0,2.0,18.1,82.6,18.8,153.0,10.8,18.4,187.8,39.0,19.0,30.0,5.0,16.6,75.0,22.8,260.8,0.0,14.8,171.4,40.0,17.0,38.0,5.0,17.4,78.4,39.7,199.9,0.0,18.4,328.3,30.0,3.0,28.0,7.0
20/08/2024,28.0,2.0,39.0,19.0,30.0,5.0,16.6,75.0,22.8,260.8,0.0,14.8,171.4,40.0,17.0,38.0,5.0,17.4,78.4,39.7,199.9,0.0,18.4,328.3,20.0,14.0,38.0,3.0,18.5,74.9,36.8,262.3,0.0,11.2,25.2,33.0,4.0,30.0,3.0
19/08/2024,30.0,5.0,40.0,17.0,38.0,5.0,17.4,78.4,39.7,199.9,0.0,18.4,328.3,20.0,14.0,38.0,3.0,18.5,74.9,36.8,262.3,0.0,11.2,25.2,10.0,12.0,38.0,2.0,19.5,88.9,23.1,53.2,9.3,18.4,222.5,28.0,2.0,33.0,4.0
18/08/2024,38.0,5.0,20.0,14.0,38.0,3.0,18.5,74.9,36.8,262.3,0.0,11.2,25.2,10.0,12.0,38.0,2.0,19.5,88.9,23.1,53.2,9.3,18.4,222.5,32.0,12.0,19.0,3.0,21.2,77.7,22.1,227.6,0.0,22.3,225.2,30.0,5.0,28.0,2.0
17/08/2024,38.0,3.0,10.0,12.0,38.0,2.0,19.5,88.9,23.1,53.2,9.3,18.4,222.5,32.0,12.0,19.0,3.0,21.2,77.7,22.1,227.6,0.0,22.3,225.2,27.0,18.0,31.0,4.0,21.0,88.5,16.2,160.0,4.4,11.2,291.6,38.0,5.0,30.0,5.0
16/08/2024,38.0,2.0,32.0,12.0,19.0,3.0,21.2,77.7,22.1,227.6,0.0,22.3,225.2,27.0,18.0,31.0,4.0,21.0,88.5,16.2,160.0,4.4,11.2,291.6,37.0,20.0,18.0,8.0,25.0,75.1,31.0,238.6,0.2,14.8,264.3,38.0,3.0,38.0,5.0
15/08/2024,19.0,3.0,27.0,18.0,31.0,4.0,21.0,88.5,16.2,160.0,4.4,11.2,291.6,37.0,20.0,18.0,8.0,25.0,75.1,31.0,238.6,0.2,14.8,264.3,33.0,27.0,38.0,6.0,23.9,64.6,24.1,277.0,0.0,18.0,103.3,38.0,2.0,38.0,3.0
14/08/2024,31.0,4.0,37.0,20.0,18.0,8.0,25.0,75.1,31.0,238.6,0.2,14.8,264.3,33.0,27.0,38.0,6.0,23.9,64.6,24.1,277.0,0.0,18.0,103.3,20.0,17.0,79.0,3.0,21.8,69.9,32.9,280.5,0.0,14.8,44.5,19.0,3.0,38.0,2.0
13/08/2024,18.0,8.0,33.0,27.0,38.0,6.0,23.9,64.6,24.1,277.0,0.0,18.0,103.3,20.0,17.0,79.0,3.0,21.8,69.9,32.9,280.5,0.0,14.8,44.5,24.0,18.0,38.0,3.0,20.0,71.2,30.1,276.4,0.0,18.4,238.7,31.0,4.0,19.0,3.0
12/08/2024,38.0,6.0,20.0,17.0,79.0,3.0,21.8,69.9,32.9,280.5,0.0,14.8,44.5,24.0,18.0,38.0,3.0,20.0,71.2,30.1,276.4,0.0,18.4,238.7,17.0,18.0,32.0,3.0,20.7,76.4,34.5,151.8,1.2,25.9,235.2,18.0,8.0,31.0,4.0
11/08/2024,79.0,3.0,24.0,18.0,38.0,3.0,20.0,71.2,30.1,276.4,0.0,18.4,238.7,17.0,18.0,32.0,3.0,20.7,76.4,34.5,151.8,1.2,25.9,235.2,24.0,13.0,32.0,2.0,20.2,65.2,36.6,277.4,0.0,14.8,219.9,38.0,6.0,18.0,8.0
10/08/2024,38.0,3.0,17.0,18.0,32.0,3.0,20.7,76.4,34.5,151.8,1.2,25.9,235.2,24.0,13.0,32.0,2.0,20.2,65.2,36.6,277.4,0.0,14.8,219.9,15.0,16.0,40.0,3.0,19.9,70.2,36.7,229.0,2.6,18.0,272.0,79.0,3.0,38.0,6.0
09/08/2024,32.0,3.0,24.0,13.0,32.0,2.0,20.2,65.2,36.6,277.4,0.0,14.8,219.9,15.0,16.0,40.0,3.0,19.9,70.2,36.7,229.0,2.6,18.0,272.0,35.0,14.0,34.0,3.0,21.0,71.9,28.9,243.9,0.0,14.8,169.0,38.0,3.0,79.0,3.0
08/08/2024,32.0,2.0,15.0,16.0,40.0,3.0,19.9,70.2,36.7,229.0,2.6,18.0,272.0,35.0,14.0,34.0,3.0,21.0,71.9,28.9,243.9,0.0,14.8,169.0,39.0,20.0,47.0,4.0,19.5,73.0,32.1,282.3,0.0,14.8,201.2,32.0,3.0,38.0,3.0
07/08/2024,40.0,3.0,35.0,14.0,34.0,3.0,21.0,71.9,28.9,243.9,0.0,14.8,169.0,39.0,20.0,47.0,4.0,19.5,73.0,32.1,282.3,0.0,14.8,201.2,19.0,17.0,35.0,3.0,18.3,74.0,34.2,155.6,0.6,14.8,303.8,32.0,2.0,32.0,3.0
06/08/2024,34.0,3.0,39.0,20.0,47.0,4.0,19.5,73.0,32.1,282.3,0.0,14.8,201.2,19.0,17.0,35.0,3.0,18.3,74.0,34.2,155.6,0.6,14.8,303.8,40.0,13.0,28.0,1.0,19.9,82.5,24.1,214.5,0.4,18.4,233.6,40.0,3.0,32.0,2.0
05/08/2024,47.0,4.0,19.0,17.0,35.0,3.0,18.3,74.0,34.2,155.6,0.6,14.8,303.8,40.0,13.0,28.0,1.0,19.9,82.5,24.1,214.5,0.4,18.4,233.6,32.0,23.0,28.0,3.0,20.2,73.2,31.5,290.6,0.0,11.2,64.8,34.0,3.0,40.0,3.0
04/08/2024,35.0,3.0,40.0,13.0,28.0,1.0,19.9,82.5,24.1,214.5,0.4,18.4,233.6,32.0,23.0,28.0,3.0,20.2,73.2,31.5,290.6,0.0,11.2,64.8,28.0,14.0,46.0,2.0,19.8,78.5,37.4,144.0,0.0,11.2,44.2,47.0,4.0,34.0,3.0
03/08/2024,28.0,1.0,32.0,23.0,28.0,3.0,20.2,73.2,31.5,290.6,0.0,11.2,64.8,28.0,14.0,46.0,2.0,19.8,78.5,37.4,144.0,0.0,11.2,44.2,33.0,12.0,31.0,2.0,21.6,66.7,42.5,178.7,0.0,14.8,38.5,35.0,3.0,47.0,4.0
02/08/2024,28.0,3.0,28.0,14.0,46.0,2.0,19.8,78.5,37.4,144.0,0.0,11.2,44.2,33.0,12.0,31.0,2.0,21.6,66.7,42.5,178.7,0.0,14.8,38.5,38.0,16.0,45.0,2.0,22.5,66.8,40.6,288.6,0.0,11.2,16.9,28.0,1.0,35.0,3.0
01/08/2024,46.0,2.0,33.0,12.0,31.0,2.0,21.6,66.7,42.5,178.7,0.0,14.8,38.5,38.0,16.0,45.0,2.0,22.5,66.8,40.6,288.6,0.0,11.2,16.9,30.0,19.0,58.0,4.0,19.1,71.4,39.0,308.4,0.0,14.8,129.0,28.0,3.0,28.0,1.0
31/07/2024,31.0,2.0,38.0,16.0,45.0,2.0,22.5,66.8,40.6,288.6,0.0,11.2,16.9,30.0,19.0,58.0,4.0,19.1,71.4,39.0,308.4,0.0,14.8,129.0,24.0,13.0,47.0,2.0,18.8,73.1,33.0,310.8,0.0,14.8,328.9,46.0,2.0,28.0,3.0
30/07/2024,45.0,2.0,30.0,19.0,58.0,4.0,19.1,71.4,39.0,308.4,0.0,14.8,129.0,24.0,13.0,47.0,2.0,18.8,73.1,33.0,310.8,0.0,14.8,328.9,24.0,13.0,34.0,2.0,17.6,76.7,26.5,274.6,0.0,11.2,253.1,31.0,2.0,46.0,2.0
29/07/2024,58.0,4.0,24.0,13.0,47.0,2.0,18.8,73.1,33.0,310.8,0.0,14.8,328.9,24.0,13.0,34.0,2.0,17.6,76.7,26.5,274.6,0.0,11.2,253.1,21.0,12.0,30.0,4.0,19.2,81.8,25.7,270.1,4.3,18.4,252.1,45.0,2.0,31.0,2.0
28/07/2024,47.0,2.0,24.0,13.0,34.0,2.0,17.6,76.7,26.5,274.6,0.0,11.2,253.1,21.0,12.0,30.0,4.0,19.2,81.8,25.7,270.1,4.3,18.4,252.1,30.0,13.0,28.0,3.0,18.1,79.6,34.1,104.1,1.3,18.4,192.6,58.0,4.0,45.0,2.0
27/07/2024,34.0,2.0,21.0,12.0,30.0,4.0,19.2,81.8,25.7,270.1,4.3,18.4,252.1,30.0,13.0,28.0,3.0,18.1,79.6,34.1,104.1,1.3,18.4,192.6,17.0,16.0,33.0,4.0,18.3,70.9,39.4,315.4,0.0,14.8,318.4,47.0,2.0,58.0,4.0
26/07/2024,30.0,4.0,30.0,13.0,28.0,3.0,18.1,79.6,34.1,104.1,1.3,18.4,192.6,17.0,16.0,33.0,4.0,18.3,70.9,39.4,315.4,0.0,14.8,318.4,13.0,14.0,29.0,1.0,19.8,79.7,35.4,240.7,1.3,18.4,265.8,34.0,2.0,47.0,2.0
25/07/2024,28.0,3.0,17.0,16.0,33.0,4.0,18.3,70.9,39.4,315.4,0.0,14.8,318.4,13.0,14.0,29.0,1.0,19.8,79.7,35.4,240.7,1.3,18.4,265.8,21.0,12.0,26.0,2.0,19.0,75.3,37.2,211.3,0.0,18.4,233.5,30.0,4.0,34.0,2.0
24/07/2024,33.0,4.0,13.0,14.0,29.0,1.0,19.8,79.7,35.4,240.7,1.3,18.4,265.8,21.0,12.0,26.0,2.0,19.0,75.3,37.2,211.3,0.0,18.4,233.5,25.0,14.0,31.0,3.0,19.9,88.0,31.2,206.8,6.2,14.8,326.8,28.0,3.0,30.0,4.0
23/07/2024,29.0,1.0,21.0,12.0,26.0,2.0,19.0,75.3,37.2,211.3,0.0,18.4,233.5,25.0,14.0,31.0,3.0,19.9,88.0,31.2,206.8,6.2,14.8,326.8,40.0,14.0,25.0,4.0,23.4,70.6,36.1,282.5,0.0,14.8,138.6,33.0,4.0,28.0,3.0
22/07/2024,26.0,2.0,25.0,14.0,31.0,3.0,19.9,88.0,31.2,206.8,6.2,14.8,326.8,40.0,14.0,25.0,4.0,23.4,70.6,36.1,282.5,0.0,14.8,138.6,45.0,19.0,61.0,4.0,21.8,75.7,32.0,258.2,0.0,11.2,106.8,29.0,1.0,33.0,4.0
21/07/2024,31.0,3.0,40.0,14.0,25.0,4.0,23.4,70.6,36.1,282.5,0.0,14.8,138.6,45.0,19.0,61.0,4.0,21.8,75.7,32.0,258.2,0.0,11.2,106.8,43.0,20.0,50.0,5.0,19.7,74.9,24.4,297.6,0.0,11.2,64.4,26.0,2.0,29.0,1.0
20/07/2024,25.0,4.0,45.0,19.0,61.0,4.0,21.8,75.7,32.0,258.2,0.0,11.2,106.8,43.0,20.0,50.0,5.0,19.7,74.9,24.4,297.6,0.0,11.2,64.4,22.0,15.0,46.0,3.0,18.4,76.9,40.5,269.8,0.0,14.8,271.9,31.0,3.0,26.0,2.0
19/07/2024,61.0,4.0,43.0,20.0,50.0,5.0,19.7,74.9,24.4,297.6,0.0,11.2,64.4,22.0,15.0,46.0,3.0,18.4,76.9,40.5,269.8,0.0,14.8,271.9,17.0,11.0,33.0,2.0,17.9,82.9,33.4,202.3,2.8,22.3,219.3,25.0,4.0,31.0,3.0
18/07/2024,50.0,5.0,22.0,15.0,46.0,3.0,18.4,76.9,40.5,269.8,0.0,14.8,271.9,17.0,11.0,33.0,2.0,17.9,82.9,33.4,202.3,2.8,22.3,219.3,30.0,14.0,29.0,2.0,18.3,73.8,31.6,271.9,1.2,11.2,149.0,61.0,4.0,25.0,4.0
17/07/2024,46.0,3.0,17.0,11.0,33.0,2.0,17.9,82.9,33.4,202.3,2.8,22.3,219.3,30.0,14.0,29.0,2.0,18.3,73.8,31.6,271.9,1.2,11.2,149.0,26.0,11.0,43.0,4.0,16.6,72.3,32.1,307.5,0.0,22.3,223.6,50.0,5.0,61.0,4.0
16/07/2024,33.0,2.0,30.0,14.0,29.0,2.0,18.3,73.8,31.6,271.9,1.2,11.2,149.0,26.0,11.0,43.0,4.0,16.6,72.3,32.1,307.5,0.0,22.3,223.6,9.0,13.0,36.0,3.0,15.0,85.7,31.0,194.3,3.0,22.3,238.9,46.0,3.0,50.0,5.0
15/07/2024,29.0,2.0,26.0,11.0,43.0,4.0,16.6,72.3,32.1,307.5,0.0,22.3,223.6,9.0,13.0,36.0,3.0,15.0,85.7,31.0,194.3,3.0,22.3,238.9,16.0,8.0,25.0,2.0,14.5,91.8,28.6,39.8,24.5,18.0,346.2,33.0,2.0,46.0,3.0
14/07/2024,43.0,4.0,9.0,13.0,36.0,3.0,15.0,85.7,31.0,194.3,3.0,22.3,238.9,16.0,8.0,25.0,2.0,14.5,91.8,28.6,39.8,24.5,18.0,346.2,20.0,8.0,22.0,2.0,17.4,76.0,40.1,244.8,0.0,18.4,238.1,29.0,2.0,33.0,2.0
13/07/2024,36.0,3.0,16.0,8.0,25.0,2.0,14.5,91.8,28.6,39.8,24.5,18.0,346.2,20.0,8.0,22.0,2.0,17.4,76.0,40.1,244.8,0.0,18.4,238.1,16.0,12.0,30.0,3.0,19.5,82.2,24.5,266.6,6.0,22.3,222.0,43.0,4.0,29.0,2.0
12/07/2024,25.0,2.0,20.0,8.0,22.0,2.0,17.4,76.0,40.1,244.8,0.0,18.4,238.1,16.0,12.0,30.0,3.0,19.5,82.2,24.5,266.6,6.0,22.3,222.0,30.0,13.0,28.0,4.0,20.9,71.7,36.7,209.9,13.0,21.6,108.6,36.0,3.0,43.0,4.0
11/07/2024,22.0,2.0,16.0,12.0,30.0,3.0,19.5,82.2,24.5,266.6,6.0,22.3,222.0,30.0,13.0,28.0,4.0,20.9,71.7,36.7,209.9,13.0,21.6,108.6,21.0,18.0,43.0,4.0,16.9,73.7,40.0,225.8,0.0,14.8,196.7,25.0,2.0,36.0,3.0
10/07/2024,30.0,3.0,30.0,13.0,28.0,4.0,20.9,71.7,36.7,209.9,13.0,21.6,108.6,21.0,18.0,43.0,4.0,16.9,73.7,40.0,225.8,0.0,14.8,196.7,20.0,12.0,30.0,4.0,14.6,82.0,35.9,185.2,2.2,22.3,211.3,22.0,2.0,25.0,2.0
09/07/2024,28.0,4.0,21.0,18.0,43.0,4.0,16.9,73.7,40.0,225.8,0.0,14.8,196.7,20.0,12.0,30.0,4.0,14.6,82.0,35.9,185.2,2.2,22.3,211.3,19.0,13.0,24.0,2.0,17.0,76.0,33.1,253.1,0.2,38.9,219.7,30.0,3.0,22.0,2.0
08/07/2024,43.0,4.0,20.0,12.0,30.0,4.0,14.6,82.0,35.9,185.2,2.2,22.3,211.3,19.0,13.0,24.0,2.0,17.0,76.0,33.1,253.1,0.2,38.9,219.7,36.0,13.0,32.0,3.0,15.7,83.8,26.4,119.0,0.6,25.2,212.8,28.0,4.0,30.0,3.0
07/07/2024,30.0,4.0,19.0,13.0,24.0,2.0,17.0,76.0,33.1,253.1,0.2,38.9,219.7,36.0,13.0,32.0,3.0,15.7,83.8,26.4,119.0,0.6,25.2,212.8,25.0,17.0,27.0,2.0,15.9,70.2,33.7,329.2,8.5,22.3,255.7,43.0,4.0,28.0,4.0
06/07/2024,24.0,2.0,36.0,13.0,32.0,3.0,15.7,83.8,26.4,119.0,0.6,25.2,212.8,25.0,17.0,27.0,2.0,15.9,70.2,33.7,329.2,8.5,22.3,255.7,17.0,15.0,32.0,5.0,13.4,85.1,30.6,152.0,7.6,14.8,223.7,30.0,4.0,43.0,4.0
05/07/2024,32.0,3.0,25.0,17.0,27.0,2.0,15.9,70.2,33.7,329.2,8.5,22.3,255.7,17.0,15.0,32.0,5.0,13.4,85.1,30.6,152.0,7.6,14.8,223.7,23.0,11.0,29.0,4.0,15.7,78.3,31.8,114.3,4.9,18.4,301.6,24.0,2.0,30.0,4.0
04/07/2024,27.0,2.0,17.0,15.0,32.0,5.0,13.4,85.1,30.6,152.0,7.6,14.8,223.7,23.0,11.0,29.0,4.0,15.7,78.3,31.8,114.3,4.9,18.4,301.6,19.0,11.0,26.0,2.0,16.1,74.2,43.0,233.5,0.0,18.4,285.4,32.0,3.0,24.0,2.0
03/07/2024,32.0,5.0,23.0,11.0,29.0,4.0,15.7,78.3,31.8,114.3,4.9,18.4,301.6,19.0,11.0,26.0,2.0,16.1,74.2,43.0,233.5,0.0,18.4,285.4,19.0,10.0,28.0,1.0,18.2,76.8,40.4,216.8,1.0,22.3,313.2,27.0,2.0,32.0,3.0
02/07/2024,29.0,4.0,19.0,11.0,26.0,2.0,16.1,74.2,43.0,233.5,0.0,18.4,285.4,19.0,10.0,28.0,1.0,18.2,76.8,40.4,216.8,1.0,22.3,313.2,27.0,10.0,33.0,1.0,17.5,74.3,32.3,309.9,0.9,18.4,348.3,32.0,5.0,27.0,2.0
01/07/2024,26.0,2.0,19.0,10.0,28.0,1.0,18.2,76.8,40.4,216.8,1.0,22.3,313.2,27.0,10.0,33.0,1.0,17.5,74.3,32.3,309.9,0.9,18.4,348.3,24.0,15.0,42.0,4.0,18.0,66.0,35.8,319.1,0.0,22.3,248.1,29.0,4.0,32.0,5.0
30/06/2024,28.0,1.0,27.0,10.0,33.0,1.0,17.5,74.3,32.3,309.9,0.9,18.4,348.3,24.0,15.0,42.0,4.0,18.0,66.0,35.8,319.1,0.0,22.3,248.1,46.0,16.0,32.0,2.0,22.9,69.9,30.6,319.3,0.0,18.4,251.6,26.0,2.0,29.0,4.0
29/06/2024,33.0,1.0,24.0,15.0,42.0,4.0,18.0,66.0,35.8,319.1,0.0,22.3,248.1,46.0,16.0,32.0,2.0,22.9,69.9,30.6,319.3,0.0,18.4,251.6,36.0,24.0,61.0,6.0,24.4,64.2,37.1,342.1,0.0,18.0,64.1,28.0,1.0,26.0,2.0
28/06/2024,42.0,4.0,46.0,16.0,32.0,2.0,22.9,69.9,30.6,319.3,0.0,18.4,251.6,36.0,24.0,61.0,6.0,24.4,64.2,37.1,342.1,0.0,18.0,64.1,35.0,22.0,52.0,3.0,22.2,67.9,39.5,342.0,0.0,18.4,52.8,33.0,1.0,28.0,1.0
27/06/2024,32.0,2.0,36.0,24.0,61.0,6.0,24.4,64.2,37.1,342.1,0.0,18.0,64.1,35.0,22.0,52.0,3.0,22.2,67.9,39.5,342.0,0.0,18.4,52.8,30.0,17.0,53.0,3.0,19.4,70.9,31.5,340.9,0.0,11.2,53.0,42.0,4.0,33.0,1.0
26/06/2024,61.0,6.0,35.0,22.0,52.0,3.0,22.2,67.9,39.5,342.0,0.0,18.4,52.8,30.0,17.0,53.0,3.0,19.4,70.9,31.5,340.9,0.0,11.2,53.0,27.0,13.0,47.0,3.0,17.7,75.5,28.5,282.5,0.0,14.8,275.0,32.0,2.0,42.0,4.0
25/06/2024,52.0,3.0,30.0,17.0,53.0,3.0,19.4,70.9,31.5,340.9,0.0,11.2,53.0,27.0,13.0,47.0,3.0,17.7,75.5,28.5,282.5,0.0,14.8,275.0,32.0,14.0,37.0,4.0,16.5,79.7,25.8,263.2,0.0,14.8,246.2,61.0,6.0,32.0,2.0
24/06/2024,53.0,3.0,27.0,13.0,47.0,3.0,17.7,75.5,28.5,282.5,0.0,14.8,275.0,32.0,14.0,37.0,4.0,16.5,79.7,25.8,263.2,0.0,14.8,246.2,29.0,14.0,31.0,3.0,16.6,85.9,32.5,40.0,1.0,11.2,326.2,52.0,3.0,61.0,6.0
23/06/2024,47.0,3.0,32.0,14.0,37.0,4.0,16.5,79.7,25.8,263.2,0.0,14.8,246.2,29.0,14.0,31.0,3.0,16.6,85.9,32.5,40.0,1.0,11.2,326.2,26.0,13.0,26.0,3.0,15.9,77.1,40.7,213.5,0.0,14.4,40.7,53.0,3.0,52.0,3.0
22/06/2024,37.0,4.0,29.0,14.0,31.0,3.0,16.6,85.9,32.5,40.0,1.0,11.2,326.2,26.0,13.0,26.0,3.0,15.9,77.1,40.7,213.5,0.0,14.4,40.7,17.0,10.0,34.0,2.0,16.0,77.4,29.0,263.2,0.0,18.4,9.7,47.0,3.0,53.0,3.0
21/06/2024,31.0,3.0,26.0,13.0,26.0,3.0,15.9,77.1,40.7,213.5,0.0,14.4,40.7,17.0,10.0,34.0,2.0,16.0,77.4,29.0,263.2,0.0,18.4,9.7,27.0,11.0,34.0,1.0,15.1,91.3,22.7,116.2,3.0,7.6,63.3,37.0,4.0,47.0,3.0
20/06/2024,26.0,3.0,17.0,10.0,34.0,2.0,16.0,77.4,29.0,263.2,0.0,18.4,9.7,27.0,11.0,34.0,1.0,15.1,91.3,22.7,116.2,3.0,7.6,63.3,25.0,13.0,21.0,7.0,16.3,72.1,36.0,329.2,0.0,22.3,223.3,31.0,3.0,37.0,4.0
19/06/2024,34.0,2.0,27.0,11.0,34.0,1.0,15.1,91.3,22.7,116.2,3.0,7.6,63.3,25.0,13.0,21.0,7.0,16.3,72.1,36.0,329.2,0.0,22.3,223.3,19.0,13.0,36.0,3.0,14.7,82.2,37.0,213.9,9.6,21.6,198.2,26.0,3.0,31.0,3.0
