,pm25,pm10,o3,no2,temp,humidity,visibility,solarradiation,precip,windspeed,winddir
927,59.0,15.0,23.0,9.0,4.1,69.4,27.9,134.3,0.0,28.8,124.2
928,61.0,15.0,25.0,7.0,2.2,87.8,10.2,127.3,0.0,14.4,146.0
929,37.0,19.0,26.0,12.0,5.1,77.9,19.7,117.5,1.7,21.6,264.8
930,36.0,19.0,27.0,5.0,6.6,74.4,32.6,38.5,2.9,32.0,225.3
931,49.0,12.0,27.0,5.0,8.0,71.9,24.6,122.6,0.0,28.8,224.0
932,48.0,17.0,27.0,7.0,7.1,85.4,12.0,34.3,3.9,28.8,244.4
933,37.0,27.0,28.0,7.0,6.7,74.4,14.9,30.3,12.7,36.0,274.1
934,33.0,20.0,30.0,3.0,8.0,89.7,12.9,8.0,30.7,46.8,230.5
935,30.0,14.0,34.0,2.0,6.2,68.8,23.6,85.9,7.7,39.6,242.7
936,38.0,16.0,28.0,3.0,8.6,76.1,15.2,20.7,2.3,64.8,227.6
937,36.0,19.0,30.0,4.0,9.4,66.6,21.6,104.3,0.4,43.2,262.3
938,35.0,18.0,29.0,4.0,10.8,90.8,13.2,36.2,10.9,43.2,229.2
939,34.0,11.0,23.0,4.0,7.4,85.3,20.8,68.6,6.9,32.4,219.3
940,30.0,11.0,23.0,7.0,9.4,73.0,40.0,88.2,2.1,28.8,205.2
941,51.0,10.0,28.0,3.0,5.5,68.7,39.8,60.5,0.0,25.2,177.3
942,56.0,14.0,26.0,4.0,2.3,75.0,23.5,96.0,0.0,25.2,175.9
943,41.0,21.0,23.0,12.0,4.4,73.3,22.5,91.4,1.7,25.2,295.4
944,48.0,21.0,28.0,8.0,7.2,82.9,20.6,38.3,1.7,14.4,257.2
945,43.0,14.0,23.0,7.0,9.0,90.0,20.1,27.7,0.8,21.6,226.1
946,40.0,9.0,24.0,6.0,9.9,80.8,29.4,47.2,0.1,25.2,237.3
947,34.0,14.0,27.0,6.0,6.2,72.0,22.9,86.4,0.7,25.2,272.4
948,26.0,21.0,31.0,4.0,7.6,86.2,15.5,14.3,27.0,42.8,254.2
949,32.0,13.0,32.0,2.0,6.3,77.0,23.0,78.4,4.8,28.8,236.7
950,29.0,15.0,27.0,4.0,6.9,84.2,24.6,20.7,6.2,32.4,232.3
951,50.0,10.0,26.0,5.0,7.7,91.3,12.5,8.2,0.7,21.6,218.9
952,53.0,12.0,19.0,7.0,8.7,82.4,10.7,67.4,0.2,21.6,280.1
953,37.0,30.0,27.0,6.0,7.1,84.3,14.9,26.1,3.5,28.8,267.3
954,40.0,18.0,27.0,6.0,5.8,80.4,11.1,8.4,9.1,46.1,296.6
955,48.0,24.0,30.0,2.0,6.3,68.8,13.7,74.5,0.0,18.0,289.5
956,46.0,34.0,29.0,4.0,9.1,84.6,15.3,50.0,0.5,28.8,252.9
957,51.0,15.0,29.0,5.0,6.6,79.3,18.2,60.6,0.0,21.6,253.2
958,53.0,23.0,25.0,10.0,7.0,84.9,14.1,20.9,3.1,21.6,256.1
959,110.0,15.0,24.0,6.0,4.0,83.6,6.3,23.8,0.0,18.0,226.2
960,112.0,37.0,10.0,12.0,3.2,81.5,6.3,27.1,0.0,7.2,44.6
961,78.0,37.0,10.0,8.0,4.7,77.4,14.3,66.4,0.0,7.2,109.3
962,53.0,26.0,16.0,6.0,6.2,90.7,10.6,24.1,0.0,10.8,187.5
963,43.0,14.0,16.0,7.0,6.4,87.8,18.7,34.9,0.0,14.4,278.6
964,37.0,14.0,21.0,6.0,3.6,89.2,18.9,36.2,0.0,14.4,282.0
965,37.0,18.0,24.0,10.0,4.1,79.2,19.0,49.0,1.8,21.6,325.4
966,72.0,14.0,29.0,3.0,3.3,94.0,4.7,20.8,0.8,21.6,230.8
967,49.0,25.0,21.0,14.0,3.7,98.6,1.7,49.8,0.0,10.8,220.7
968,48.0,18.0,14.0,14.0,6.7,85.7,14.5,43.8,0.0,16.2,287.2
969,81.0,24.0,21.0,7.0,4.9,93.6,6.8,15.4,0.0,18.0,230.0
970,69.0,25.0,14.0,11.0,2.6,99.2,1.3,53.0,0.0,18.0,142.4
971,64.0,19.0,6.0,14.0,4.6,97.3,4.1,46.7,0.0,10.8,208.3
972,64.0,17.0,10.0,18.0,4.4,99.8,0.6,43.8,0.0,14.4,224.6
973,65.0,16.0,5.0,17.0,4.0,98.2,2.5,46.0,0.4,10.8,229.7
974,68.0,17.0,12.0,14.0,2.1,89.1,10.0,46.9,0.4,14.4,172.0
975,69.0,16.0,6.0,15.0,1.6,94.2,5.8,60.9,0.0,14.4,164.1
976,29.0,22.0,5.0,19.0,5.3,84.1,15.9,26.4,8.4,21.6,269.0
977,36.0,18.0,27.0,5.0,2.6,93.3,16.3,14.7,9.0,28.8,183.9
978,36.0,9.0,21.0,7.0,4.0,85.4,25.8,26.2,3.3,25.2,210.4
979,40.0,11.0,22.0,6.0,3.6,83.5,20.7,40.4,0.0,21.6,223.8
980,28.0,16.0,20.0,11.0,5.1,81.3,16.2,20.3,6.2,25.2,268.6
981,33.0,17.0,20.0,4.0,7.1,86.6,23.3,9.9,0.3,21.6,253.6
982,32.0,10.0,22.0,4.0,9.9,84.6,16.3,29.3,0.0,25.2,230.8
983,36.0,14.0,29.0,3.0,11.7,85.5,21.9,26.0,13.2,32.4,221.7
984,62.0,25.0,15.0,5.0,12.3,88.2,22.1,21.7,0.0,18.0,196.9
985,42.0,14.0,16.0,4.0,13.1,84.7,29.5,24.3,0.0,25.2,227.7
986,35.0,12.0,19.0,4.0,12.6,92.6,16.3,23.4,1.5,28.8,236.4
987,30.0,11.0,14.0,8.0,9.5,95.6,9.6,10.5,5.7,18.0,236.1
988,25.0,11.0,22.0,4.0,8.9,95.3,7.8,16.8,5.1,25.2,202.3
989,50.0,13.0,7.0,11.0,5.1,98.1,4.7,14.1,0.7,21.2,141.1
990,37.0,12.0,18.0,7.0,-1.5,71.9,38.1,28.7,0.0,14.4,91.5
991,23.0,8.0,22.0,3.0,-0.2,76.3,32.5,34.0,0.0,25.2,69.4
992,36.0,12.0,13.0,9.0,8.0,95.7,8.0,10.1,6.0,21.6,255.7
993,82.0,29.0,3.0,15.0,1.5,88.4,8.1,10.6,0.6,28.1,196.7
994,80.0,27.0,,19.0,-2.7,92.0,9.4,33.4,0.0,14.4,140.0
995,72.0,23.0,7.0,19.0,-1.9,91.9,11.3,47.4,0.1,10.4,104.8
996,50.0,20.0,24.0,11.0,4.4,83.1,19.4,36.9,0.0,11.2,26.4
997,49.0,8.0,23.0,4.0,6.8,96.4,7.5,22.1,0.3,10.8,315.2
998,45.0,8.0,18.0,4.0,6.4,98.8,4.6,18.6,0.1,7.2,18.9
999,52.0,9.0,12.0,11.0,7.6,96.4,9.7,10.9,0.0,10.8,35.1
1000,66.0,17.0,5.0,18.0,6.7,97.2,3.2,41.3,0.0,10.8,236.6
1001,71.0,18.0,6.0,12.0,10.0,93.9,6.9,12.2,0.0,14.4,226.8
1002,67.0,14.0,9.0,10.0,8.9,93.9,6.3,12.7,0.5,18.4,220.5
1003,60.0,11.0,14.0,12.0,9.9,89.0,17.1,22.8,0.3,18.0,205.8
1004,58.0,13.0,16.0,7.0,8.5,97.3,4.7,15.4,3.4,21.6,210.7
1005,64.0,19.0,10.0,15.0,3.8,93.1,9.5,25.7,1.1,14.4,218.7
1006,53.0,13.0,16.0,10.0,3.4,87.4,21.6,11.4,0.1,21.6,122.7
1007,58.0,17.0,12.0,13.0,3.6,91.6,15.1,12.2,0.0,18.0,181.4
1008,39.0,9.0,21.0,7.0,5.3,84.2,31.8,23.4,1.4,25.2,177.6
1009,47.0,13.0,20.0,10.0,3.7,87.6,18.5,25.6,5.4,28.8,164.9
1010,72.0,18.0,15.0,7.0,3.4,93.2,5.4,29.9,6.2,21.6,157.0
1011,,12.0,16.0,6.0,4.4,90.5,15.5,16.6,0.4,18.0,164.8
1012,,13.0,20.0,8.0,5.0,96.1,9.1,15.0,3.6,14.4,200.6
1013,,12.0,17.0,9.0,3.3,91.1,16.2,19.0,0.0,32.4,208.0
1014,,8.0,23.0,8.0,2.7,89.1,29.1,23.6,5.8,14.4,289.9
1015,,9.0,22.0,4.0,8.5,85.6,17.3,20.2,6.6,36.0,242.7
1016,,10.0,17.0,7.0,8.3,95.1,8.2,11.2,17.9,25.2,251.7
1017,,10.0,19.0,10.0,4.0,86.4,38.8,25.3,1.1,14.4,276.3
1018,,13.0,17.0,12.0,2.4,95.6,14.7,15.2,0.5,14.4,315.5
1019,,10.0,15.0,14.0,3.2,93.0,9.8,35.1,20.3,18.0,226.0
1020,,11.0,15.0,9.0,4.5,90.9,21.7,16.2,7.1,32.4,205.3
1021,,25.0,12.0,15.0,5.6,89.8,12.3,33.4,1.6,10.8,231.1
1022,,18.0,9.0,15.0,6.2,96.0,5.6,36.6,0.0,14.4,155.3
1023,,14.0,18.0,16.0,6.1,95.7,16.7,29.2,1.4,10.8,300.9
1024,,14.0,16.0,11.0,4.2,84.6,34.9,60.8,0.0,10.8,11.8
1025,,13.0,21.0,3.0,8.3,87.1,20.2,53.5,3.3,18.0,317.3
1026,,16.0,16.0,7.0,10.3,88.8,9.8,25.0,1.4,14.4,225.0
1027,,15.0,16.0,11.0,12.0,88.7,19.5,40.8,0.0,18.0,243.0
1028,,25.0,13.0,12.0,9.6,87.6,13.5,49.8,0.0,20.5,224.0
1029,,24.0,19.0,11.0,8.2,88.0,10.5,38.6,0.9,14.4,232.2
1030,,32.0,11.0,7.0,5.1,88.9,4.8,42.5,0.0,10.8,178.8
1031,,14.0,16.0,4.0,7.0,88.0,9.5,30.6,0.0,14.4,54.3
1032,,16.0,13.0,6.0,9.8,91.9,6.6,43.6,0.0,14.4,55.9
1033,,13.0,11.0,8.0,10.8,96.8,9.5,53.6,11.8,18.0,209.5
1034,,33.0,8.0,14.0,7.0,89.3,7.7,62.2,0.0,21.6,172.9
1035,,35.0,2.0,18.0,7.7,92.6,7.4,34.3,0.0,12.6,196.2
1036,,33.0,2.0,20.0,8.4,83.0,11.8,69.0,0.0,11.5,194.1
1037,,26.0,9.0,16.0,7.8,88.7,11.2,73.4,0.0,14.4,183.9
1038,,20.0,14.0,11.0,8.4,86.7,15.5,75.5,0.2,10.8,232.9
1039,,18.0,23.0,3.0,10.2,80.9,14.6,76.2,3.2,24.1,260.7
1040,,16.0,17.0,8.0,9.6,85.9,17.2,34.9,0.0,25.2,216.1
1041,,14.0,19.0,11.0,7.4,87.7,23.5,57.9,0.0,14.4,270.7
1042,,12.0,10.0,17.0,5.9,96.8,8.9,50.3,1.5,10.8,288.6
1043,,18.0,4.0,15.0,4.9,98.4,0.8,41.7,0.0,10.8,106.3
1044,,10.0,17.0,9.0,7.3,93.0,21.7,33.7,0.5,14.4,185.9
1045,,19.0,21.0,5.0,9.9,84.1,30.3,70.0,0.8,28.8,193.9
1046,,12.0,22.0,4.0,11.6,91.2,17.5,39.0,14.8,34.2,175.4
1047,,10.0,20.0,4.0,12.3,93.6,21.0,32.4,16.1,18.0,168.1
1048,,16.0,23.0,6.0,12.9,77.2,31.5,90.3,0.0,25.2,165.3
1049,,14.0,14.0,8.0,11.5,85.3,21.7,103.4,0.0,21.6,162.0
1050,,14.0,17.0,7.0,13.9,85.7,19.8,94.9,0.0,25.2,212.1
1051,,18.0,17.0,8.0,12.4,89.5,14.2,81.0,0.5,18.0,210.9
1052,,18.0,7.0,11.0,10.2,91.5,11.5,67.9,1.4,14.4,189.4
1053,,14.0,17.0,7.0,8.0,85.5,17.7,115.9,0.0,14.4,153.0
1054,,17.0,9.0,12.0,6.9,93.7,10.2,77.9,0.0,10.8,175.8
1055,,17.0,25.0,6.0,8.9,82.7,22.6,75.4,4.6,21.6,257.8
1056,,12.0,26.0,3.0,10.8,81.9,23.2,49.3,21.5,28.8,252.8
1057,,14.0,23.0,5.0,15.9,83.2,27.6,78.5,8.7,32.4,215.7
1058,,13.0,12.0,6.0,16.1,92.0,10.5,67.5,1.2,21.6,202.3
1059,,20.0,11.0,11.0,11.1,82.6,17.5,56.0,0.0,15.1,166.9
1060,,16.0,20.0,10.0,11.2,72.6,29.2,60.7,0.0,18.0,195.5
1061,,20.0,19.0,12.0,9.7,81.8,22.7,121.6,0.0,14.4,199.2
1062,,13.0,26.0,6.0,11.6,83.4,18.5,106.8,3.6,21.6,284.4
1063,,12.0,14.0,8.0,13.5,87.9,17.6,77.3,0.4,19.4,238.9
1064,,13.0,24.0,10.0,9.4,84.9,27.2,109.6,0.0,10.8,282.8
1065,,12.0,24.0,6.0,10.9,87.2,24.6,77.1,7.9,14.4,306.8
1066,,14.0,20.0,7.0,12.0,86.7,23.5,83.3,0.0,14.4,305.2
1067,,28.0,21.0,7.0,9.4,90.6,4.2,122.3,0.9,10.8,319.6
1068,,26.0,18.0,7.0,10.4,90.0,5.5,143.6,0.0,10.8,79.8
1069,,11.0,20.0,8.0,10.8,88.6,8.1,149.0,0.0,14.4,75.1
1070,,11.0,16.0,9.0,10.7,94.7,5.9,129.7,0.0,10.8,151.1
1071,,9.0,22.0,5.0,12.5,90.5,20.9,83.0,26.0,18.0,238.1
1072,,10.0,21.0,4.0,12.8,82.0,42.3,98.8,4.0,28.8,174.1
1073,,11.0,22.0,4.0,13.6,77.2,42.7,153.7,0.0,28.8,190.9
1074,,7.0,25.0,3.0,13.5,92.3,23.0,43.0,22.9,28.8,212.3
1075,,7.0,25.0,3.0,14.1,88.2,18.4,47.7,6.7,25.2,181.4
1076,,12.0,20.0,4.0,13.4,78.5,34.6,71.9,5.6,25.2,190.7
1077,,11.0,19.0,6.0,12.0,75.2,36.8,134.3,0.2,21.6,214.1
1078,,11.0,17.0,6.0,12.1,84.9,33.2,105.0,14.4,25.2,221.8
1079,31.0,9.0,21.0,5.0,14.1,78.2,26.8,119.9,0.0,18.0,191.6
1080,34.0,15.0,26.0,7.0,15.9,88.5,22.5,73.4,5.1,21.6,192.8
1081,58.0,17.0,25.0,6.0,17.3,85.3,13.7,134.2,0.0,14.4,179.7
1082,51.0,18.0,31.0,10.0,17.5,84.7,16.0,163.8,0.0,14.4,195.3
1083,38.0,16.0,20.0,7.0,17.5,80.5,28.5,165.0,0.0,21.6,235.8
1084,49.0,15.0,26.0,5.0,15.3,81.4,20.5,173.6,0.0,21.6,252.2
1085,66.0,18.0,25.0,8.0,13.1,82.0,12.7,177.6,0.0,14.4,227.7
1086,43.0,16.0,28.0,11.0,11.6,78.1,26.9,157.0,0.0,10.8,295.0
1087,31.0,12.0,28.0,7.0,13.0,72.9,35.6,177.1,0.0,18.0,79.5
1088,35.0,11.0,26.0,4.0,15.6,80.8,29.6,159.1,0.0,18.0,101.4
1089,42.0,10.0,23.0,3.0,15.1,84.1,16.3,167.3,0.0,14.4,78.6
1090,69.0,14.0,31.0,7.0,16.1,87.3,10.3,183.2,0.0,10.8,258.5
1091,34.0,18.0,26.0,11.0,16.4,79.3,29.7,193.1,0.0,18.0,298.3
1092,46.0,14.0,35.0,3.0,17.5,88.5,10.9,185.9,0.4,21.2,279.4
1093,44.0,15.0,29.0,7.0,16.9,85.5,15.3,120.1,0.6,14.4,88.5
1094,20.0,16.0,25.0,7.0,14.2,89.2,22.3,150.1,0.0,10.8,48.7
1095,38.0,9.0,26.0,6.0,16.8,82.5,22.7,163.0,0.0,14.4,246.4
1096,33.0,15.0,27.0,4.0,18.3,88.6,14.0,156.8,1.0,18.0,232.0
1097,39.0,12.0,21.0,4.0,19.6,90.7,11.0,127.1,6.7,14.4,190.7
1098,54.0,17.0,19.0,8.0,19.5,79.2,20.0,161.1,0.0,18.0,167.1
1099,60.0,26.0,37.0,7.0,19.3,74.8,17.8,222.4,0.0,14.4,105.2
1100,49.0,23.0,51.0,10.0,18.4,79.4,14.0,215.0,0.0,10.8,127.5
1101,,25.0,45.0,18.0,16.1,79.2,13.0,202.5,0.0,7.2,45.4
1102,,20.0,37.0,16.0,16.0,78.5,19.0,228.1,0.0,10.8,43.8
1103,,17.0,35.0,12.0,15.7,82.2,17.1,229.8,0.0,18.0,54.1
1104,,14.0,31.0,10.0,16.4,83.5,12.0,235.0,0.0,14.4,30.9
1105,46.0,17.0,33.0,12.0,16.9,75.1,26.6,233.6,0.0,14.4,35.1
1106,41.0,13.0,31.0,8.0,16.6,75.7,27.3,225.7,0.0,10.8,0.2
1107,43.0,12.0,28.0,2.0,16.4,84.1,16.4,235.6,0.0,18.0,352.9
1108,39.0,13.0,28.0,1.0,17.7,84.2,20.6,225.4,0.0,21.6,356.2
1109,26.0,13.0,30.0,2.0,16.1,89.8,20.2,125.1,1.1,18.0,340.9
1110,25.0,10.0,24.0,1.0,16.9,81.7,27.4,210.2,3.0,21.6,359.2
1111,22.0,7.0,25.0,1.0,15.8,81.0,29.3,234.3,1.9,25.2,336.7
1112,23.0,11.0,24.0,2.0,16.7,77.5,27.1,144.2,0.7,18.0,332.7
1113,37.0,13.0,23.0,2.0,16.1,83.8,17.9,255.8,0.0,18.0,345.3
1114,38.0,11.0,31.0,3.0,17.2,80.3,31.8,259.4,0.0,18.0,27.3
1115,25.0,11.0,30.0,2.0,18.5,78.8,26.8,209.3,0.3,18.0,15.0
1116,29.0,10.0,29.0,2.0,18.0,92.7,11.7,185.4,27.0,18.0,251.3
1117,42.0,11.0,22.0,3.0,18.0,84.7,13.6,181.5,3.0,10.8,132.1
1118,38.0,13.0,29.0,6.0,17.8,84.3,18.8,240.3,0.0,14.4,235.9
1119,38.0,14.0,21.0,4.0,16.7,87.2,17.8,208.7,0.4,21.6,237.2
1120,20.0,15.0,23.0,6.0,16.7,86.9,26.3,210.5,1.6,21.6,247.9
1121,31.0,9.0,20.0,4.0,14.6,86.9,20.3,167.2,4.8,18.0,248.1
1122,28.0,14.0,20.0,4.0,16.4,76.6,21.8,170.4,6.5,25.2,270.2
1123,25.0,14.0,26.0,2.0,18.8,78.1,26.3,248.4,0.0,21.6,232.7
1124,47.0,10.0,28.0,6.0,17.7,79.9,21.5,269.9,0.0,18.0,224.6
1125,44.0,18.0,23.0,4.0,17.8,78.4,18.6,235.8,0.0,18.0,238.0
1126,51.0,14.0,23.0,6.0,19.0,77.8,19.0,177.4,0.0,18.0,221.0
1127,35.0,14.0,34.0,6.0,17.3,78.5,17.2,258.4,0.0,14.4,194.8
1128,30.0,10.0,33.0,7.0,17.4,78.7,26.8,228.9,2.4,18.0,234.4
1129,26.0,11.0,23.0,4.0,16.9,79.7,26.4,185.4,12.0,29.2,208.3
1130,26.0,11.0,19.0,3.0,16.4,83.6,23.0,250.9,9.5,28.8,210.6
1131,21.0,12.0,21.0,1.0,17.3,79.1,31.5,212.9,7.0,24.1,187.1
1132,28.0,10.0,22.0,2.0,19.1,75.1,30.9,249.1,2.1,21.6,204.4
1133,49.0,11.0,23.0,2.0,17.9,80.2,12.7,212.5,0.0,14.4,123.8
1134,36.0,15.0,43.0,5.0,15.6,82.3,21.5,201.0,0.6,10.8,37.0
1135,26.0,9.0,33.0,4.0,14.4,86.0,28.0,175.3,6.5,10.8,42.0
1136,20.0,8.0,25.0,4.0,15.4,75.4,34.0,290.7,0.0,14.4,301.5
1137,31.0,9.0,28.0,2.0,16.1,86.6,22.5,194.3,2.5,18.0,261.9
1138,18.0,12.0,26.0,3.0,16.8,84.0,26.6,276.4,8.8,28.8,240.9
1139,34.0,12.0,30.0,2.0,16.8,76.5,26.6,151.6,3.7,28.8,202.0
1140,28.0,16.0,23.0,5.0,17.6,66.7,29.2,301.2,0.9,28.8,233.6
1141,30.0,14.0,24.0,2.0,17.6,82.4,22.3,277.7,3.3,27.4,210.6
1142,46.0,13.0,23.0,3.0,17.9,89.8,10.3,174.0,22.8,14.4,202.1
1143,37.0,15.0,28.0,4.0,18.3,90.5,9.2,222.6,14.5,21.6,185.3
1144,52.0,14.0,29.0,5.0,19.8,84.4,15.9,256.7,17.9,14.4,215.6
1145,47.0,18.0,33.0,4.0,18.2,82.3,14.9,96.0,0.1,14.4,68.5
1146,39.0,17.0,24.0,5.0,17.2,75.9,27.5,320.2,0.0,14.8,52.9
1147,39.0,12.0,24.0,3.0,18.6,72.4,23.5,319.1,0.0,18.0,7.0
1148,51.0,10.0,32.0,2.0,19.0,71.0,17.4,312.9,0.0,10.8,352.3
1149,42.0,15.0,44.0,4.0,17.3,71.2,20.3,323.2,0.0,10.8,44.2
1150,39.0,14.0,32.0,3.0,17.9,76.3,27.1,303.0,0.0,14.4,30.6
1151,37.0,10.0,27.0,2.0,20.4,74.9,28.0,326.1,0.0,18.0,331.9
1152,36.0,13.0,25.0,4.0,20.2,72.5,25.9,329.7,0.0,20.2,4.8
1153,45.0,14.0,24.0,1.0,18.0,75.5,15.3,307.8,0.2,20.9,341.9
1154,35.0,23.0,22.0,1.0,18.4,91.6,8.8,124.7,4.4,32.4,349.1
1155,42.0,14.0,29.0,1.0,18.7,90.6,9.4,115.7,0.3,21.6,329.7
1156,52.0,15.0,32.0,2.0,18.8,91.4,8.8,117.6,0.5,18.0,355.2
1157,53.0,15.0,32.0,3.0,19.4,78.7,18.5,184.3,0.3,15.1,108.3
1158,52.0,13.0,33.0,11.0,19.2,78.8,15.2,248.5,0.0,14.4,277.7
1159,65.0,12.0,32.0,10.0,18.0,79.6,9.3,139.5,0.5,10.8,320.6
1160,47.0,16.0,32.0,4.0,17.8,77.7,16.1,313.3,0.1,14.4,271.5
1161,47.0,13.0,29.0,4.0,17.9,76.3,26.4,256.8,0.0,14.4,311.5
1162,30.0,12.0,27.0,9.0,17.7,73.9,35.4,278.4,0.0,21.6,198.8
1163,20.0,13.0,22.0,4.0,18.2,74.9,33.3,306.3,0.9,36.0,190.1
1164,24.0,12.0,24.0,3.0,16.4,88.0,17.5,236.8,4.6,21.6,190.2
1165,36.0,11.0,20.0,4.0,18.5,87.5,14.3,178.1,5.5,14.4,246.3
1166,55.0,10.0,19.0,4.0,17.9,84.3,10.9,178.9,7.3,14.4,141.4
1167,48.0,16.0,37.0,5.0,17.0,82.7,13.2,282.7,0.2,10.8,228.6
1168,45.0,16.0,28.0,5.0,14.9,85.8,12.4,143.1,0.6,18.0,272.6
1169,28.0,17.0,25.0,3.0,14.1,93.6,10.3,111.9,2.7,14.4,318.7
1170,43.0,9.0,22.0,3.0,17.9,91.4,12.3,211.4,1.1,14.4,325.4
1171,48.0,13.0,20.0,4.0,20.3,85.9,11.1,166.6,0.1,10.8,20.5
1172,50.0,15.0,28.0,5.0,20.8,77.8,12.8,186.1,6.4,28.8,82.4
1173,53.0,24.0,39.0,2.0,19.4,78.5,11.5,269.6,0.2,14.4,98.3
1174,52.0,16.0,44.0,4.0,14.2,87.3,8.9,228.7,1.3,21.6,199.2
1175,31.0,18.0,19.0,8.0,15.7,71.5,33.5,272.0,0.0,10.8,0.3
1176,24.0,11.0,34.0,3.0,14.5,74.6,24.7,192.2,1.2,14.4,17.1
1177,38.0,13.0,29.0,2.0,14.5,72.5,24.2,138.4,0.2,21.6,25.0
1178,22.0,15.0,28.0,2.0,14.5,88.3,23.2,178.1,10.3,21.6,15.5
1179,26.0,8.0,27.0,2.0,18.7,83.7,27.1,291.7,9.7,14.4,316.1
1180,41.0,11.0,36.0,2.0,18.5,86.3,14.1,304.1,0.0,18.0,231.6
1181,52.0,16.0,22.0,4.0,22.2,82.2,13.1,196.1,18.2,20.9,128.1
1182,54.0,26.0,52.0,4.0,23.8,68.9,24.7,274.4,0.0,24.8,215.4
1183,40.0,31.0,52.0,6.0,21.2,64.1,30.8,334.1,0.0,10.8,107.1
1184,26.0,19.0,64.0,5.0,18.8,61.9,35.6,273.4,0.0,14.4,14.4
1185,47.0,11.0,35.0,2.0,19.8,63.2,24.8,352.0,0.0,14.4,262.3
1186,42.0,20.0,58.0,5.0,16.4,66.6,22.5,354.8,0.0,10.8,324.3
1187,32.0,15.0,39.0,2.0,17.8,70.4,22.8,278.7,0.0,26.6,302.0
1188,52.0,11.0,27.0,4.0,18.6,81.7,13.2,332.4,0.0,14.8,246.4
1189,33.0,20.0,22.0,6.0,19.0,67.4,27.2,346.7,0.0,14.4,249.7
1190,45.0,15.0,40.0,8.0,19.5,67.4,23.8,288.5,0.0,14.4,267.9
1191,37.0,16.0,42.0,5.0,19.0,63.2,27.9,347.5,0.0,14.4,19.5
1192,32.0,12.0,42.0,3.0,16.5,67.1,34.8,348.1,0.0,18.0,19.3
1193,41.0,9.0,41.0,3.0,16.7,67.9,24.0,304.3,0.0,18.0,333.3
1194,61.0,10.0,35.0,2.0,16.2,90.1,6.5,191.5,0.8,16.6,305.3
1195,53.0,22.0,36.0,2.0,19.9,72.9,17.9,210.1,0.4,14.4,0.3
1196,44.0,22.0,47.0,5.0,21.1,71.2,29.8,240.7,0.6,16.6,229.0
1197,46.0,21.0,42.0,6.0,20.3,57.1,33.7,344.4,0.0,14.4,101.3
1198,28.0,20.0,63.0,5.0,18.4,52.1,38.0,352.1,0.0,18.0,98.2
1199,45.0,17.0,48.0,4.0,16.9,63.7,26.1,344.2,0.0,18.0,51.2
1200,45.0,15.0,39.0,3.0,14.6,72.2,21.7,348.0,0.0,18.0,32.4
1201,34.0,12.0,35.0,1.0,12.6,77.1,27.9,346.2,0.0,14.4,15.8
1202,34.0,11.0,35.0,2.0,12.5,73.6,24.4,267.6,0.0,14.4,21.5
1203,29.0,11.0,31.0,3.0,10.8,85.1,19.3,244.2,3.5,26.6,291.6
1204,27.0,16.0,26.0,4.0,10.7,83.9,21.7,258.5,8.4,26.3,245.8
1205,26.0,12.0,30.0,5.0,10.2,83.1,29.6,185.5,3.3,25.2,240.8
1206,15.0,10.0,26.0,5.0,11.6,81.4,29.1,103.2,16.5,21.6,185.4
1207,26.0,10.0,30.0,3.0,11.4,74.4,25.4,232.4,0.9,28.8,213.4
1208,22.0,14.0,34.0,3.0,10.9,80.8,23.3,126.9,7.7,36.0,227.5
1209,30.0,13.0,29.0,2.0,13.5,61.1,25.8,305.5,0.1,43.2,214.4
1210,47.0,23.0,31.0,3.0,11.5,78.6,19.5,220.8,0.0,21.6,197.5
1211,35.0,14.0,30.0,7.0,10.4,87.9,22.0,136.5,8.2,14.4,247.6
1212,32.0,13.0,26.0,7.0,11.6,77.0,24.3,253.4,0.8,21.6,280.2
1213,30.0,10.0,34.0,5.0,11.3,85.7,25.7,203.5,12.1,18.0,235.0
1214,30.0,10.0,32.0,5.0,11.4,84.1,22.2,210.2,6.6,18.0,218.1
1215,43.0,15.0,26.0,3.0,10.5,85.7,15.5,147.6,3.0,10.8,179.7
1216,38.0,13.0,28.0,4.0,11.4,83.1,15.9,226.9,0.4,10.8,359.6
1217,34.0,11.0,30.0,3.0,11.6,81.4,16.8,175.1,8.0,21.6,44.9
1218,41.0,13.0,36.0,5.0,12.0,77.9,20.8,255.9,2.0,14.4,267.1
1219,39.0,15.0,31.0,6.0,13.9,81.9,24.8,157.7,1.0,10.8,15.9
1220,30.0,16.0,22.0,7.0,16.4,74.6,34.5,230.5,1.7,28.8,202.3
1221,34.0,13.0,28.0,4.0,18.3,68.1,39.1,161.1,1.1,25.2,175.5
1222,45.0,14.0,32.0,3.0,8.8,81.4,23.8,109.0,2.3,21.6,160.1
1223,25.0,12.0,26.0,7.0,6.8,74.8,30.0,303.3,2.0,22.0,270.0
1224,33.0,11.0,32.0,4.0,6.1,82.7,22.8,146.5,6.1,14.4,243.7
1225,27.0,9.0,27.0,6.0,7.4,73.6,27.5,221.2,2.4,28.8,273.8
1226,29.0,14.0,30.0,3.0,9.7,73.3,26.7,215.0,7.1,39.6,231.9
1227,52.0,11.0,33.0,3.0,8.9,67.4,27.9,170.6,0.0,25.2,209.7
1228,25.0,16.0,36.0,6.0,7.1,71.5,35.8,246.9,0.0,22.3,304.0
1229,39.0,10.0,33.0,3.0,7.9,75.0,26.2,250.4,0.0,18.0,289.3
