,pm25,pm10,o3,no2,temp,humidity,visibility,solarradiation,precip,windspeed,winddir
0,24.0,6.0,16.0,5.0,11.8,83.2,14.7,203.2,15.9,23.0,265.1
1,26.0,16.0,27.0,3.0,14.7,83.1,20.4,78.8,8.2,28.4,227.0
2,15.0,14.0,25.0,3.0,16.4,82.1,21.5,186.1,2.4,22.3,308.3
3,17.0,12.0,31.0,9.0,19.5,76.1,37.4,203.7,0.8,22.3,179.0
4,25.0,13.0,34.0,3.0,21.0,81.9,23.3,191.1,0.0,14.8,129.0
5,60.0,15.0,39.0,5.0,22.2,66.8,26.4,201.3,24.1,18.4,94.2
6,45.0,37.0,43.0,4.0,21.4,79.3,20.3,167.8,0.0,22.3,49.4
7,24.0,23.0,46.0,3.0,18.3,92.1,10.5,106.7,1.5,11.2,163.8
8,33.0,10.0,22.0,6.0,20.1,89.5,10.4,97.3,4.5,18.0,205.2
9,37.0,19.0,21.0,6.0,23.1,76.7,27.2,222.2,0.0,11.2,217.0
10,45.0,24.0,43.0,5.0,21.8,71.6,32.9,223.7,0.0,18.4,82.1
11,41.0,18.0,44.0,2.0,18.5,71.2,30.3,225.2,0.0,25.9,50.8
12,32.0,16.0,31.0,1.0,17.6,76.5,25.1,198.4,0.0,18.4,26.9
13,44.0,12.0,34.0,3.0,19.7,80.9,21.1,223.8,0.0,14.8,276.3
14,57.0,21.0,37.0,8.0,20.3,75.9,27.6,238.8,0.0,14.8,137.2
15,46.0,24.0,51.0,7.0,17.3,76.9,22.4,233.0,0.0,14.8,148.2
16,33.0,20.0,43.0,6.0,16.9,74.3,40.2,197.4,0.0,21.6,211.1
17,36.0,15.0,31.0,9.0,16.7,73.3,40.6,239.2,0.4,22.3,226.4
18,18.0,12.0,27.0,10.0,18.8,84.8,35.5,188.3,7.7,31.7,193.2
19,22.0,15.0,28.0,7.0,19.5,71.6,37.3,133.3,2.0,31.7,216.2
20,29.0,14.0,30.0,3.0,18.3,65.6,40.0,198.0,0.0,29.5,208.6
21,21.0,18.0,33.0,4.0,16.2,70.7,39.2,241.6,1.3,22.3,252.5
22,47.0,13.0,28.0,2.0,18.1,82.6,18.8,153.0,10.8,18.4,187.8
23,39.0,19.0,30.0,5.0,16.6,75.0,22.8,260.8,0.0,14.8,171.4
24,40.0,17.0,38.0,5.0,17.4,78.4,39.7,199.9,0.0,18.4,328.3
25,20.0,14.0,38.0,3.0,18.5,74.9,36.8,262.3,0.0,11.2,25.2
26,10.0,12.0,38.0,2.0,19.5,88.9,23.1,53.2,9.3,18.4,222.5
27,32.0,12.0,19.0,3.0,21.2,77.7,22.1,227.6,0.0,22.3,225.2
28,27.0,18.0,31.0,4.0,21.0,88.5,16.2,160.0,4.4,11.2,291.6
29,37.0,20.0,18.0,8.0,25.0,75.1,31.0,238.6,0.2,14.8,264.3
30,33.0,27.0,38.0,6.0,23.9,64.6,24.1,277.0,0.0,18.0,103.3
31,20.0,17.0,79.0,3.0,21.8,69.9,32.9,280.5,0.0,14.8,44.5
32,24.0,18.0,38.0,3.0,20.0,71.2,30.1,276.4,0.0,18.4,238.7
33,17.0,18.0,32.0,3.0,20.7,76.4,34.5,151.8,1.2,25.9,235.2
34,24.0,13.0,32.0,2.0,20.2,65.2,36.6,277.4,0.0,14.8,219.9
35,15.0,16.0,40.0,3.0,19.9,70.2,36.7,229.0,2.6,18.0,272.0
36,35.0,14.0,34.0,3.0,21.0,71.9,28.9,243.9,0.0,14.8,169.0
37,39.0,20.0,47.0,4.0,19.5,73.0,32.1,282.3,0.0,14.8,201.2
38,19.0,17.0,35.0,3.0,18.3,74.0,34.2,155.6,0.6,14.8,303.8
39,40.0,13.0,28.0,1.0,19.9,82.5,24.1,214.5,0.4,18.4,233.6
40,32.0,23.0,28.0,3.0,20.2,73.2,31.5,290.6,0.0,11.2,64.8
41,28.0,14.0,46.0,2.0,19.8,78.5,37.4,144.0,0.0,11.2,44.2
42,33.0,12.0,31.0,2.0,21.6,66.7,42.5,178.7,0.0,14.8,38.5
43,38.0,16.0,45.0,2.0,22.5,66.8,40.6,288.6,0.0,11.2,16.9
44,30.0,19.0,58.0,4.0,19.1,71.4,39.0,308.4,0.0,14.8,129.0
45,24.0,13.0,47.0,2.0,18.8,73.1,33.0,310.8,0.0,14.8,328.9
46,24.0,13.0,34.0,2.0,17.6,76.7,26.5,274.6,0.0,11.2,253.1
47,21.0,12.0,30.0,4.0,19.2,81.8,25.7,270.1,4.3,18.4,252.1
48,30.0,13.0,28.0,3.0,18.1,79.6,34.1,104.1,1.3,18.4,192.6
49,17.0,16.0,33.0,4.0,18.3,70.9,39.4,315.4,0.0,14.8,318.4
50,13.0,14.0,29.0,1.0,19.8,79.7,35.4,240.7,1.3,18.4,265.8
51,21.0,12.0,26.0,2.0,19.0,75.3,37.2,211.3,0.0,18.4,233.5
52,25.0,14.0,31.0,3.0,19.9,88.0,31.2,206.8,6.2,14.8,326.8
53,40.0,14.0,25.0,4.0,23.4,70.6,36.1,282.5,0.0,14.8,138.6
54,45.0,19.0,61.0,4.0,21.8,75.7,32.0,258.2,0.0,11.2,106.8
55,43.0,20.0,50.0,5.0,19.7,74.9,24.4,297.6,0.0,11.2,64.4
56,22.0,15.0,46.0,3.0,18.4,76.9,40.5,269.8,0.0,14.8,271.9
57,17.0,11.0,33.0,2.0,17.9,82.9,33.4,202.3,2.8,22.3,219.3
58,30.0,14.0,29.0,2.0,18.3,73.8,31.6,271.9,1.2,11.2,149.0
59,26.0,11.0,43.0,4.0,16.6,72.3,32.1,307.5,0.0,22.3,223.6
60,9.0,13.0,36.0,3.0,15.0,85.7,31.0,194.3,3.0,22.3,238.9
61,16.0,8.0,25.0,2.0,14.5,91.8,28.6,39.8,24.5,18.0,346.2
62,20.0,8.0,22.0,2.0,17.4,76.0,40.1,244.8,0.0,18.4,238.1
63,16.0,12.0,30.0,3.0,19.5,82.2,24.5,266.6,6.0,22.3,222.0
64,30.0,13.0,28.0,4.0,20.9,71.7,36.7,209.9,13.0,21.6,108.6
65,21.0,18.0,43.0,4.0,16.9,73.7,40.0,225.8,0.0,14.8,196.7
66,20.0,12.0,30.0,4.0,14.6,82.0,35.9,185.2,2.2,22.3,211.3
67,19.0,13.0,24.0,2.0,17.0,76.0,33.1,253.1,0.2,38.9,219.7
68,36.0,13.0,32.0,3.0,15.7,83.8,26.4,119.0,0.6,25.2,212.8
69,25.0,17.0,27.0,2.0,15.9,70.2,33.7,329.2,8.5,22.3,255.7
70,17.0,15.0,32.0,5.0,13.4,85.1,30.6,152.0,7.6,14.8,223.7
71,23.0,11.0,29.0,4.0,15.7,78.3,31.8,114.3,4.9,18.4,301.6
72,19.0,11.0,26.0,2.0,16.1,74.2,43.0,233.5,0.0,18.4,285.4
73,19.0,10.0,28.0,1.0,18.2,76.8,40.4,216.8,1.0,22.3,313.2
74,27.0,10.0,33.0,1.0,17.5,74.3,32.3,309.9,0.9,18.4,348.3
75,24.0,15.0,42.0,4.0,18.0,66.0,35.8,319.1,0.0,22.3,248.1
76,46.0,16.0,32.0,2.0,22.9,69.9,30.6,319.3,0.0,18.4,251.6
77,36.0,24.0,61.0,6.0,24.4,64.2,37.1,342.1,0.0,18.0,64.1
78,35.0,22.0,52.0,3.0,22.2,67.9,39.5,342.0,0.0,18.4,52.8
79,30.0,17.0,53.0,3.0,19.4,70.9,31.5,340.9,0.0,11.2,53.0
80,27.0,13.0,47.0,3.0,17.7,75.5,28.5,282.5,0.0,14.8,275.0
81,32.0,14.0,37.0,4.0,16.5,79.7,25.8,263.2,0.0,14.8,246.2
82,29.0,14.0,31.0,3.0,16.6,85.9,32.5,40.0,1.0,11.2,326.2
83,26.0,13.0,26.0,3.0,15.9,77.1,40.7,213.5,0.0,14.4,40.7
84,17.0,10.0,34.0,2.0,16.0,77.4,29.0,263.2,0.0,18.4,9.7
85,27.0,11.0,34.0,1.0,15.1,91.3,22.7,116.2,3.0,7.6,63.3
86,25.0,13.0,21.0,7.0,16.3,72.1,36.0,329.2,0.0,22.3,223.3
87,19.0,13.0,36.0,3.0,14.7,82.2,37.0,213.9,9.6,21.6,198.2
88,15.0,12.0,28.0,1.0,14.3,81.5,30.9,240.4,6.9,28.8,208.6
89,28.0,11.0,29.0,2.0,15.0,82.4,38.1,129.3,0.6,25.9,184.3
90,37.0,11.0,27.0,4.0,14.1,72.4,33.3,253.8,0.0,18.4,206.5
91,12.0,11.0,38.0,4.0,11.6,79.5,38.7,241.4,0.8,18.4,294.4
92,21.0,7.0,32.0,2.0,11.9,79.5,34.2,322.0,3.6,18.4,278.7
93,25.0,13.0,30.0,2.0,11.7,88.7,27.7,91.3,16.4,29.5,237.3
94,35.0,9.0,26.0,5.0,12.4,71.9,34.2,340.0,0.0,22.3,263.5
95,39.0,12.0,30.0,2.0,13.2,81.0,27.3,263.2,0.3,25.9,241.0
96,57.0,14.0,29.0,3.0,13.2,73.1,22.1,273.4,0.0,18.4,235.9
97,55.0,20.0,32.0,6.0,12.4,70.4,27.0,214.6,0.0,14.8,262.0
98,38.0,19.0,31.0,6.0,13.5,70.0,31.7,349.2,5.0,25.2,267.3
99,51.0,13.0,30.0,2.0,16.5,81.3,21.3,199.8,0.0,21.6,208.1
100,41.0,17.0,35.0,5.0,14.3,76.5,37.6,173.3,0.0,11.2,297.2
101,55.0,13.0,32.0,2.0,14.6,74.4,23.5,332.6,0.0,18.4,341.9
102,43.0,21.0,40.0,,15.4,93.8,11.9,176.6,4.7,22.3,347.3
103,31.0,22.0,32.0,,15.5,81.9,30.7,278.1,0.6,22.3,340.2
104,32.0,13.0,37.0,1.0,14.2,84.2,26.9,284.5,0.0,18.0,274.4
105,24.0,11.0,34.0,5.0,15.2,88.0,25.2,268.0,21.5,22.3,231.4
106,30.0,10.0,29.0,2.0,13.7,85.5,22.5,227.6,4.3,21.6,199.6
107,27.0,11.0,33.0,3.0,14.2,81.6,29.8,240.2,4.8,14.8,210.6
108,38.0,12.0,32.0,3.0,14.9,87.9,21.7,184.5,7.0,18.4,155.3
109,40.0,14.0,30.0,3.0,15.7,88.9,18.8,153.3,4.5,14.8,251.6
110,56.0,9.0,35.0,2.0,14.1,92.4,8.8,105.5,5.9,11.2,15.1
111,43.0,20.0,26.0,7.0,15.7,78.0,31.2,218.6,0.0,22.3,214.7
112,34.0,15.0,34.0,3.0,15.7,84.5,23.5,237.3,13.6,22.3,219.0
113,39.0,12.0,36.0,3.0,16.7,83.2,18.9,210.6,13.0,35.3,87.6
114,39.0,13.0,41.0,4.0,16.2,85.4,23.7,292.9,1.6,14.8,0.2
115,54.0,16.0,36.0,1.0,17.6,72.7,25.7,292.3,0.0,22.3,349.6
116,56.0,25.0,47.0,2.0,16.9,80.1,21.5,239.8,0.0,11.2,107.3
117,61.0,24.0,41.0,5.0,15.6,91.6,7.7,208.1,2.0,14.8,315.8
118,45.0,21.0,32.0,6.0,16.6,87.8,16.0,152.3,0.3,18.4,199.9
119,51.0,14.0,33.0,4.0,16.5,89.4,11.6,170.1,9.3,11.2,292.3
120,41.0,17.0,25.0,5.0,19.6,74.3,29.2,241.5,2.1,29.5,129.0
121,44.0,17.0,48.0,5.0,19.7,71.7,39.7,296.5,0.0,18.0,152.7
122,49.0,13.0,40.0,3.0,19.6,57.1,41.3,293.4,0.0,18.4,98.2
123,48.0,13.0,52.0,2.0,16.6,73.0,23.2,283.0,0.0,14.8,55.5
124,59.0,13.0,40.0,2.0,14.8,78.1,14.0,253.0,0.0,14.8,25.6
125,47.0,17.0,41.0,3.0,13.2,80.3,15.9,228.8,0.0,11.2,331.9
126,39.0,13.0,38.0,3.0,13.2,80.0,35.7,128.4,0.0,11.2,336.4
127,38.0,11.0,34.0,2.0,14.9,68.4,37.8,285.5,0.0,18.0,2.8
128,39.0,14.0,42.0,1.0,13.7,75.6,30.3,231.2,0.0,18.0,76.9
129,32.0,11.0,41.0,3.0,12.4,82.0,33.9,213.5,4.5,11.2,294.3
130,44.0,10.0,38.0,2.0,11.0,87.1,21.4,168.8,5.8,31.7,156.7
131,42.0,12.0,33.0,5.0,12.0,92.6,15.0,37.3,17.1,22.3,222.1
132,63.0,29.0,29.0,4.0,18.6,73.8,30.5,259.3,1.9,18.4,94.7
133,62.0,31.0,42.0,4.0,19.1,72.6,21.9,273.8,1.3,16.2,358.8
134,45.0,29.0,38.0,5.0,15.7,79.2,41.1,228.3,0.0,14.8,141.7
135,37.0,12.0,41.0,5.0,12.0,75.7,34.3,277.6,0.0,18.4,170.2
136,21.0,11.0,36.0,6.0,13.3,69.8,45.0,256.0,0.1,29.5,182.9
137,36.0,8.0,35.0,2.0,11.1,82.6,36.7,141.6,0.7,14.8,123.1
138,16.0,10.0,27.0,3.0,8.7,77.1,30.0,263.0,1.3,14.8,252.1
139,,10.0,36.0,4.0,5.8,84.2,33.7,152.4,4.3,18.4,224.3
140,,11.0,32.0,5.0,6.0,83.1,38.7,246.9,3.7,22.3,312.8
141,,14.0,34.0,2.0,5.3,72.0,38.9,246.8,2.5,18.4,316.6
142,,26.0,37.0,4.0,5.6,70.1,35.2,204.0,0.5,22.3,5.1
143,,8.0,38.0,3.0,6.6,72.3,41.0,241.8,0.7,35.3,10.5
144,,10.0,34.0,1.0,7.3,78.5,26.5,206.2,3.4,25.9,331.2
145,,13.0,35.0,1.0,8.5,86.4,18.8,164.5,17.2,29.5,294.3
146,,11.0,34.0,2.0,7.2,77.4,33.4,190.6,1.5,18.4,296.2
147,,11.0,37.0,3.0,6.1,86.6,32.3,203.0,8.3,22.3,310.2
148,,13.0,34.0,4.0,8.5,78.7,32.8,170.1,10.4,29.5,298.7
149,,11.0,35.0,1.0,8.3,80.7,31.8,127.8,11.9,29.5,228.6
150,,12.0,36.0,3.0,12.4,62.4,41.9,193.1,0.0,18.4,285.1
151,,13.0,35.0,2.0,17.3,70.2,42.5,196.3,0.0,25.9,222.5
152,56.0,10.0,33.0,3.0,15.9,77.4,30.8,203.2,0.0,29.5,227.1
153,37.0,12.0,25.0,4.0,13.1,82.4,28.0,48.5,0.4,22.3,213.6
154,40.0,9.0,30.0,4.0,11.5,65.3,34.1,241.1,1.7,18.4,234.1
155,27.0,14.0,36.0,3.0,12.1,77.2,33.3,143.5,3.6,32.4,215.4
156,40.0,11.0,33.0,3.0,15.2,83.4,35.2,133.2,0.5,14.8,144.3
157,25.0,14.0,34.0,7.0,17.2,60.0,44.4,223.3,0.3,29.5,212.3
158,33.0,11.0,38.0,2.0,17.4,69.6,39.0,203.3,0.0,25.9,171.6
159,34.0,13.0,34.0,5.0,13.6,83.6,27.2,111.6,2.9,31.7,206.4
160,31.0,17.0,32.0,4.0,11.9,82.5,23.7,158.1,13.2,31.7,224.9
161,28.0,18.0,37.0,3.0,11.0,90.8,25.0,57.8,7.3,25.2,200.9
162,28.0,12.0,33.0,5.0,9.7,83.4,29.9,62.4,1.6,23.8,225.0
163,27.0,11.0,32.0,5.0,10.2,83.2,27.6,119.4,0.0,19.8,220.1
164,42.0,9.0,31.0,4.0,10.1,89.5,22.5,137.1,13.4,20.2,97.3
165,20.0,13.0,29.0,4.0,9.3,89.5,23.3,33.6,3.6,15.8,224.9
166,24.0,6.0,31.0,4.0,10.5,71.4,23.0,142.4,1.2,26.6,190.9
167,29.0,8.0,33.0,3.0,8.6,73.6,21.8,113.3,4.9,26.6,181.0
168,34.0,10.0,33.0,4.0,9.9,75.7,33.7,92.1,0.2,18.4,171.8
169,46.0,12.0,31.0,5.0,8.4,70.5,38.7,136.5,0.2,22.3,117.4
170,39.0,14.0,23.0,8.0,7.3,74.4,28.5,187.5,0.0,14.8,151.8
171,30.0,18.0,32.0,6.0,6.5,87.1,21.2,85.3,15.9,25.9,268.9
172,38.0,13.0,30.0,1.0,7.1,78.1,31.3,135.0,1.6,25.9,248.3
173,62.0,16.0,33.0,5.0,9.8,91.0,8.9,22.4,2.1,18.4,244.9
174,48.0,23.0,24.0,7.0,9.4,86.3,27.7,125.5,0.0,18.0,270.8
175,56.0,13.0,27.0,7.0,12.0,82.7,20.3,123.8,0.0,10.8,239.5
176,46.0,21.0,30.0,10.0,11.5,80.0,34.3,79.4,0.0,22.3,201.8
177,43.0,14.0,29.0,9.0,11.5,83.4,20.8,108.1,0.3,14.8,229.3
178,55.0,15.0,31.0,5.0,8.8,85.2,28.5,59.8,5.4,22.3,138.5
179,37.0,12.0,21.0,6.0,8.2,79.7,34.5,171.4,1.2,21.6,288.0
180,32.0,16.0,34.0,4.0,13.1,79.7,32.2,53.6,1.0,28.8,222.4
181,34.0,14.0,33.0,3.0,12.8,77.4,37.2,136.2,0.0,22.3,185.9
182,39.0,11.0,24.0,6.0,10.9,91.6,21.4,81.9,1.7,22.3,220.4
183,74.0,9.0,24.0,5.0,8.3,91.2,6.5,49.4,1.5,18.4,213.1
184,80.0,25.0,22.0,5.0,7.0,95.0,5.0,17.7,10.8,10.8,359.4
185,69.0,28.0,17.0,6.0,9.4,69.0,22.3,120.3,0.0,25.9,74.3
186,68.0,21.0,25.0,4.0,7.9,69.7,21.5,141.0,0.0,25.9,96.0
187,75.0,21.0,25.0,5.0,5.3,69.6,19.4,159.4,0.0,32.4,87.9
188,76.0,26.0,30.0,3.0,5.2,83.8,13.8,132.8,0.0,29.5,72.4
189,73.0,24.0,23.0,5.0,6.7,88.8,10.2,144.6,0.0,11.2,105.3
190,64.0,23.0,20.0,10.0,5.6,95.1,6.6,25.1,1.5,7.6,98.0
191,25.0,24.0,15.0,15.0,8.1,80.4,38.6,134.0,0.0,18.0,313.3
192,36.0,10.0,33.0,5.0,11.4,71.8,39.0,114.8,0.0,21.6,154.1
193,21.0,11.0,29.0,5.0,9.4,70.3,43.5,123.0,0.2,25.9,151.6
194,26.0,8.0,35.0,2.0,8.2,80.4,38.1,86.4,0.9,29.5,169.4
195,42.0,7.0,28.0,3.0,8.0,94.8,11.0,4.9,11.9,22.3,173.2
196,61.0,11.0,21.0,6.0,5.5,92.5,10.5,60.4,0.0,18.4,175.7
197,40.0,16.0,19.0,14.0,4.4,84.4,32.7,128.7,0.0,18.4,19.7
198,35.0,11.0,25.0,6.0,5.2,85.2,36.5,22.8,1.6,29.5,34.1
199,32.0,8.0,24.0,3.0,6.5,85.8,33.2,52.0,1.4,18.4,157.0
200,33.0,8.0,27.0,3.0,4.9,87.7,41.4,37.5,0.4,21.6,181.7
201,24.0,6.0,26.0,5.0,6.2,82.1,37.7,29.5,11.8,31.7,207.9
202,15.0,8.0,30.0,3.0,10.2,93.1,16.5,19.7,5.2,38.9,202.4
203,31.0,10.0,32.0,4.0,9.4,87.9,23.5,40.0,6.0,29.5,198.0
204,46.0,11.0,24.0,4.0,8.5,87.3,14.5,64.5,0.0,25.9,228.3
205,34.0,22.0,25.0,7.0,9.0,91.2,16.8,48.8,1.7,22.3,262.2
206,32.0,18.0,25.0,8.0,9.6,91.8,18.5,3.1,13.9,25.9,212.5
207,45.0,11.0,25.0,3.0,10.6,88.4,25.5,43.2,0.0,11.2,230.7
208,21.0,11.0,21.0,10.0,11.1,88.9,34.4,28.6,3.0,18.4,222.8
209,22.0,11.0,15.0,8.0,12.9,90.0,27.0,40.4,10.5,14.8,177.0
210,20.0,11.0,19.0,6.0,10.9,96.9,8.8,9.4,8.6,22.3,221.1
211,42.0,9.0,26.0,4.0,6.5,85.3,29.3,70.9,1.0,22.3,201.1
212,38.0,14.0,25.0,9.0,7.2,88.3,24.7,77.0,0.1,14.8,245.7
213,39.0,14.0,22.0,10.0,9.0,94.9,11.8,40.4,3.3,18.4,206.3
214,30.0,14.0,20.0,6.0,10.4,91.5,38.0,46.0,0.1,11.2,133.3
215,27.0,12.0,15.0,7.0,10.6,90.7,30.5,34.4,7.5,22.3,178.3
216,47.0,11.0,22.0,6.0,2.3,96.5,7.4,8.4,9.4,22.3,89.7
217,33.0,15.0,23.0,11.0,4.6,88.4,22.6,55.9,9.6,14.8,1.2
218,45.0,16.0,9.0,9.0,11.0,83.9,18.6,20.8,6.9,38.9,233.4
219,47.0,24.0,,4.0,9.8,84.3,19.8,40.6,0.2,31.7,240.4
220,32.0,29.0,,6.0,10.6,90.2,22.7,23.0,1.1,29.5,250.6
221,41.0,12.0,,5.0,10.1,90.9,27.4,31.3,0.0,22.3,240.9
222,50.0,14.0,,7.0,7.4,91.1,13.5,71.1,0.0,25.9,233.1
223,43.0,17.0,,7.0,6.7,86.1,14.6,68.8,6.2,22.3,267.5
224,36.0,24.0,,8.0,6.5,82.0,41.5,36.0,0.0,29.5,218.0
225,44.0,11.0,,6.0,8.1,90.2,24.3,20.6,0.6,25.9,217.9
226,65.0,13.0,,7.0,6.3,82.9,35.2,43.8,0.0,11.2,170.8
227,66.0,20.0,,14.0,3.6,77.7,33.0,65.3,0.0,18.4,148.1
228,59.0,22.0,,12.0,4.2,85.5,19.9,62.9,0.0,18.4,208.2
229,37.0,23.0,,14.0,8.6,83.7,19.4,54.8,6.1,36.0,248.1
230,57.0,16.0,,4.0,7.0,91.8,7.9,29.0,1.3,14.8,212.5
231,43.0,30.0,,12.0,10.8,74.4,18.0,39.5,1.1,39.6,246.5
232,40.0,26.0,,4.0,8.0,82.4,16.3,39.0,5.0,32.4,227.5
233,31.0,21.0,,5.0,9.7,81.7,21.1,44.9,4.8,38.9,223.7
234,53.0,20.0,,3.0,3.0,74.7,41.0,23.9,0.1,31.7,185.1
235,72.0,10.0,,4.0,-0.3,83.9,18.3,43.1,0.0,21.6,197.7
236,42.0,20.0,,11.0,1.6,84.9,37.7,58.3,1.3,18.4,230.4
237,40.0,12.0,,11.0,-1.8,91.5,23.9,56.8,0.0,14.8,297.8
238,71.0,16.0,,19.0,-1.4,82.8,29.4,24.3,0.0,18.4,172.5
239,36.0,26.0,,17.0,0.9,83.2,38.4,50.4,0.8,22.3,222.1
240,20.0,12.0,,9.0,1.8,87.8,33.3,47.3,4.2,18.4,274.0
241,62.0,9.0,,5.0,3.0,96.3,10.5,20.3,2.9,18.4,239.8
242,55.0,17.0,,6.0,3.6,94.3,8.0,12.6,0.3,18.4,246.3
243,44.0,13.0,,7.0,3.3,91.0,23.0,11.2,0.0,11.2,322.3
244,80.0,9.0,,9.0,-2.4,87.5,14.8,43.3,0.0,11.2,3.6
245,58.0,23.0,,14.0,-3.2,59.9,44.8,51.5,0.0,14.8,53.9
246,43.0,13.0,,8.0,-3.0,58.0,45.0,52.2,0.0,22.3,57.8
247,44.0,9.0,,4.0,-1.6,70.2,43.6,44.6,0.0,29.5,52.4
248,47.0,9.0,,2.0,0.1,81.2,35.1,38.6,0.0,25.2,40.7
249,34.0,9.0,,2.0,3.6,86.8,34.4,11.2,0.0,18.4,1.8
250,27.0,7.0,,2.0,7.2,94.2,20.8,4.5,8.1,22.3,175.8
251,24.0,7.0,,6.0,7.7,94.7,25.2,28.6,9.4,14.4,236.1
252,26.0,11.0,,7.0,9.6,87.4,20.4,20.3,15.2,39.6,237.7
253,19.0,15.0,,3.0,10.3,92.0,16.0,5.5,20.5,43.2,202.2
254,45.0,10.0,,3.0,7.6,85.4,26.1,30.0,10.9,32.4,213.3
255,25.0,21.0,,3.0,9.0,80.7,41.4,17.0,0.9,32.4,182.2
256,33.0,11.0,,1.0,8.1,84.0,39.7,29.2,0.0,21.6,204.9
257,28.0,11.0,,4.0,9.6,83.9,33.1,20.3,1.6,32.4,229.6
258,30.0,11.0,,5.0,10.9,75.8,33.8,16.5,0.0,36.0,212.6
259,47.0,14.0,,2.0,6.6,91.0,24.2,11.1,1.1,28.8,163.0
260,23.0,12.0,,8.0,8.4,82.5,33.0,26.3,14.1,36.0,256.5
261,17.0,13.0,,4.0,11.8,89.0,28.0,15.1,4.4,28.8,245.8
262,17.0,9.0,,3.0,11.5,92.0,14.6,2.8,19.2,36.0,240.4
263,18.0,12.0,,3.0,10.1,81.5,36.4,11.2,7.0,35.3,259.0
264,22.0,11.0,,3.0,9.0,81.5,26.3,10.7,7.9,36.0,281.6
265,20.0,14.0,,2.0,10.2,82.3,25.5,15.5,7.0,46.8,268.4
266,30.0,13.0,,3.0,8.4,84.8,19.8,23.5,0.4,25.2,257.6
267,44.0,15.0,,4.0,7.9,97.2,10.8,1.1,11.2,25.2,225.3
268,61.0,11.0,,7.0,7.7,88.6,13.0,25.3,0.0,25.9,211.4
269,44.0,20.0,,8.0,8.9,86.0,23.4,39.8,0.0,22.3,219.5
270,38.0,13.0,,5.0,8.6,88.7,20.1,12.1,0.0,18.4,226.5
271,52.0,13.0,,6.0,8.3,84.5,22.7,25.3,0.0,14.8,239.6
272,39.0,18.0,,14.0,5.6,88.0,28.9,12.5,0.0,14.8,325.4
273,34.0,8.0,,7.0,8.5,96.2,13.0,6.7,5.3,14.8,155.1
274,30.0,10.0,,9.0,8.0,96.2,18.3,6.8,7.9,14.8,176.0
275,32.0,13.0,,11.0,9.5,89.4,15.2,25.0,4.8,31.7,247.2
276,37.0,18.0,,4.0,9.7,79.9,15.8,36.3,9.8,36.0,236.8
277,31.0,22.0,,2.0,7.9,91.5,12.4,10.0,7.7,25.9,185.5
278,59.0,16.0,,4.0,5.1,94.5,7.0,13.6,0.6,18.4,168.4
279,57.0,19.0,,11.0,0.0,96.3,8.2,41.2,0.0,22.3,136.3
280,50.0,13.0,,14.0,2.9,91.2,18.2,31.5,0.2,11.2,281.7
281,59.0,16.0,,15.0,1.8,96.7,4.5,5.3,2.8,18.4,24.3
282,54.0,12.0,,6.0,1.7,85.6,22.8,21.0,3.8,22.3,127.1
283,70.0,12.0,,9.0,1.0,89.9,9.2,26.4,1.8,22.3,168.9
284,76.0,16.0,,8.0,-0.6,92.7,6.4,47.3,0.0,14.8,224.3
285,61.0,23.0,,11.0,-1.1,90.4,9.0,44.8,0.0,11.2,65.3
286,54.0,13.0,,6.0,-0.1,99.8,2.2,23.6,0.0,7.6,67.3
287,24.0,14.0,,14.0,2.6,89.7,39.2,31.3,3.2,18.4,248.2
288,33.0,8.0,,8.0,2.3,82.1,41.3,34.6,3.0,25.9,330.0
289,29.0,7.0,,6.0,4.4,96.7,11.5,1.5,17.0,18.4,133.0
290,30.0,8.0,,7.0,4.8,94.3,27.0,12.6,0.9,14.8,234.5
291,24.0,12.0,,9.0,5.4,83.6,27.7,50.0,1.9,25.9,309.2
292,23.0,15.0,,4.0,6.7,77.4,31.3,42.5,4.5,29.5,314.5
293,28.0,14.0,,1.0,11.2,88.4,25.1,39.5,1.0,25.9,253.1
294,57.0,12.0,,6.0,4.2,95.1,6.3,31.8,0.2,18.4,190.6
295,33.0,12.0,,10.0,7.4,97.0,9.2,15.0,0.2,18.4,5.3
296,20.0,11.0,,11.0,10.5,91.5,16.6,51.5,8.6,22.3,234.2
297,32.0,16.0,,7.0,12.6,87.1,11.4,49.3,5.7,25.9,231.1
298,49.0,23.0,,2.0,7.5,97.6,7.3,3.8,12.2,25.9,168.0
299,51.0,11.0,,8.0,5.1,93.8,10.5,42.3,0.0,11.2,185.4
300,25.0,17.0,,15.0,7.5,95.7,19.9,7.8,3.4,18.4,22.8
301,14.0,10.0,,9.0,11.1,84.6,21.4,59.8,5.3,18.4,254.0
302,32.0,15.0,,4.0,12.2,84.4,14.9,46.3,11.1,29.5,235.3
303,37.0,26.0,,4.0,9.5,90.2,10.4,9.3,5.2,31.7,205.0
304,47.0,18.0,,5.0,5.7,96.8,8.8,36.5,0.1,14.8,182.1
305,23.0,13.0,,9.0,7.5,87.1,40.0,64.2,5.7,14.8,242.4
306,23.0,9.0,,6.0,7.5,90.0,35.5,16.9,4.4,22.3,204.1
307,19.0,8.0,,6.0,9.7,89.2,24.2,43.9,8.5,22.3,200.6
308,20.0,12.0,,5.0,9.3,91.9,21.2,41.5,17.0,28.8,198.1
309,16.0,11.0,,5.0,9.7,85.1,41.1,34.5,0.4,22.3,209.3
