date,PM25 - day 2,PM10 - day 2,O3 - day 2,NO2 - day 2,temp - day 2,humidity - day 2,visibility - day 2,solarradiation - day 2,precip - day 2,wspd - day 2,wdir - day 2,PM25 - day 1,PM10 - day 1,O3 - day 1,NO2 - day 1,temp - day 1,humidity - day 1,visibility - day 1,solarradiation - day 1,precip - day 1,wspd - day 1,wdir - day 1,PM25 - day 0,PM10 - day 0,O3 - day 0,NO2 - day 0,temp - day 0,humidity - day 0,visibility - day 0,solarradiation - day 0,precip - day 0,wspd - day 0,wdir - day 0
10/18/2024,6.205555555555556,20.074444444444442,19.845555555555556,19.805555555555557,17.0,82.53,9.8,43.3,0.0,23.7,150.29,6.138333333333333,14.350000000000001,26.729347826086954,19.201777777777778,15.8,93.54,7.6,41.9,0.0,17.1,218.63,7.570714285714286,15.675714285714287,12.731071428571427,22.631428571428568,17.3,88.91,8.2,151.0,0.0,7.1,47.5
